Year,Country,Country Code,GDP/capita,Population,"Malaria cases/100,000 pop.","Under-5s (per 100,000)","All ages (per 100,000)","70+ years old (per 100,000)","50-69 years old (per 100,000)","15-49 years old (per 100,000)","5-14 years old (per 100,000)","Age-standardized (per 100,000)",Capital,Latitude,Longitude,Latitude Number,Longitude Number
2007,Georgia,GEO,6183.343492,4415956.0,6.196078431,0.0,0.02,0.05,0.02,0.01,0.0,0.01,T'bilisi,41.43N,44.50E,41.43,44.5
2007,Gambia,GMB,1518.2672949999999,1591357.0,17340.0,77.65,23.38,87.61,30.46,6.05,8.15,23.75,Banjul,13.28N,16.40W,13.28,-16.4
2007,Greece,GRC,32073.9604,11255717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Athens,37.58N,23.46E,37.58,23.46
2007,Guatemala,GTM,6713.146445,13358842.0,253.06504069999997,0.09,0.15,0.69,0.34,0.17,0.04,0.21,Guatemala,14.40N,90.22W,14.4,-90.22
2007,Guyana,GUY,5297.602571,750068.0,3773.333333,0.94,1.7,2.62,2.79,2.22,0.42,1.92,Georgetown,06.50N,58.12W,6.5,-58.12
2007,Honduras,HND,4002.2051659999997,7158819.0,146.69565219999998,0.43,0.33,1.36,0.53,0.29,0.2,0.41,Tegucigalpa,14.05N,87.14W,14.05,-87.14
2007,Croatia,HRV,21564.3782,4425995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zagreb,45.50N,15.58E,45.5,15.58
2007,Hungary,HUN,23343.06469,10042572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Budapest,47.29N,19.05E,47.29,19.05
2007,Indonesia,IDN,7450.602158,232461746.0,98.86477987,3.06,2.4,13.34,3.51,2.07,0.66,3.37,Jakarta,06.09S,106.49E,-6.09,106.49
2007,India,IND,3698.77749,1173971629.0,167.1831065,22.81,4.66,7.01,3.33,1.28,4.5,4.57,New Delhi,28.37N,77.13E,28.37,77.13
2007,Ireland,IRL,50833.8212,4291258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dublin,53.21N,06.15W,53.21,-6.15
2007,Iceland,ISL,43489.49517,305721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reykjavik,64.10N,21.57W,64.1,-21.57
2007,Israel,ISR,28538.625669999998,6920182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jerusalem,31.71N,35.10W,31.71,-35.1
2007,Italy,ITA,38612.01251,59495243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rome,41.54N,12.29E,41.54,12.29
2007,Jamaica,JAM,8681.445679,2709042.0,5.185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kingston,18.00N,76.50W,18.0,-76.5
2007,Jordan,JOR,9493.44571,5667443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amman,31.57N,35.52E,31.57,35.52
2007,Kazakhstan,KAZ,18885.24324,15476093.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Astana,51.10N,71.30E,51.1,71.3
2007,Kenya,KEN,2394.751519,37485246.0,389.3322884,92.32,21.35,59.69,20.09,5.01,6.33,20.38,Nairobi,01.17S,36.48E,-1.17,36.48
2007,Kyrgyzstan,KGZ,2599.206018,5139213.0,1.9,0.0,0.01,0.07,0.03,0.02,0.0,0.02,Bishkek,42.54N,74.46E,42.54,74.46
2007,Cambodia,KHM,2332.726846,13669857.0,505.37588650000004,24.32,15.71,23.41,18.56,16.5,7.66,16.45,Phnom Penh,11.33N,104.55E,11.33,104.55
2007,Kuwait,KWT,96870.42782000001,2447818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kuwait,29.30N,48.00E,29.3,48.0
2007,Libya,LBY,28621.6269,6023053.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tripoli,32.49N,13.07E,32.49,13.07
2007,Lesotho,LSO,2105.949438,2106128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maseru,29.18S,27.30E,-29.18,27.3
2007,Lithuania,LTU,22727.758469999997,3379043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vilnius,54.38N,25.19E,54.38,25.19
2007,Luxembourg,LUX,97864.1951,475714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luxembourg,49.37N,06.09E,49.37,6.09
2007,Latvia,LVA,21900.53801,2281693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Riga,56.53N,24.08E,56.53,24.08
2007,Madagascar,MDG,1462.8583230000002,18980391.0,12151.72414,212.49,56.16,146.85,51.64,16.76,21.26,52.09,Antananarivo,18.55S,47.31E,-18.55,47.31
2007,Mexico,MEX,16044.25262,109220753.0,3.2469018110000003,0.0,0.01,0.04,0.01,0.01,0.0,0.01,Mexico,19.20N,99.10W,19.2,-99.1
2007,Macedonia,MKD,10480.53286,2047922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Skopje,42.01N,21.26E,42.01,21.26
2007,Macedonia,MKD,10480.53286,2047922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgrade,44.50N,20.37E,44.5,20.37
2007,Mali,MLI,1784.8784850000002,14020786.0,6226.369231000001,886.0,197.41,230.42,77.41,18.92,57.4,130.23,Bamako,12.34N,07.55W,12.34,-7.55
2007,Malta,MLT,27654.05104,412608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valletta,35.54N,14.31E,35.54,14.31
2007,Mozambique,MOZ,826.1626679999999,21811326.0,26919.92063,571.98,127.73,165.73,51.94,18.15,40.27,89.11,Maputo,25.58S,32.32E,-25.58,32.32
2007,Mauritania,MRT,3448.64871,3212672.0,5979.392857,81.5,17.08,47.78,16.71,4.09,6.04,17.15,Nouakchott,20.10S,57.30E,-20.1,57.3
2007,Malaysia,MYS,20684.5749,27051142.0,22.44672131,0.04,0.05,0.21,0.12,0.05,0.01,0.07,Kuala Lumpur,03.09N,101.41E,3.09,101.41
2007,Namibia,NAM,8097.550854000001,2158984.0,22204.05,20.77,7.63,18.96,10.14,4.91,4.33,8.29,Windhoek,22.35S,17.04E,-22.35,17.04
2007,Nigeria,NGA,4551.605434,146951477.0,2103.6120969999997,1036.69,205.51,263.58,65.61,16.99,59.33,146.09,Abuja,09.05N,07.32E,9.05,7.32
2007,Nicaragua,NIC,4008.008361,5563654.0,122.5178571,0.07,0.06,0.22,0.11,0.06,0.01,0.07,Managua,12.06N,86.20W,12.06,-86.2
2007,Netherlands,NLD,46527.618389999996,16443483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam ,52.23N,04.54E,52.23,4.54
2007,Norway,NOR,65072.431260000005,4722016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oslo,59.55N,10.45E,59.55,10.45
2007,Nepal,NPL,1760.9457079999997,28373838.0,37.27777778,9.62,3.13,5.17,2.2,0.78,4.33,2.78,Kathmandu,27.45N,85.20E,27.45,85.2
2007,New Zealand,NZL,33193.62663,4232461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wellington,41.19S,174.46E,-41.19,174.46
2007,Oman,OMN,43034.25118,2561187.0,25.51724138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masqat,23.37N,58.36E,23.37,58.36
2007,Pakistan,PAK,4288.331463,164445596.0,81.47916667,5.33,3.9,9.61,3.51,1.38,7.98,3.86,Islamabad,33.40N,73.10E,33.4,73.1
2007,Panama,PAN,13936.01771,3350673.0,159.21875,0.0,0.01,0.04,0.02,0.01,0.0,0.01,Panama,09.00N,79.25W,9.0,-79.25
2007,Peru,PER,8649.080662999999,28166078.0,292.18014710000006,0.04,0.03,0.15,0.06,0.03,0.01,0.04,Lima,12.00S,77.00W,-12.0,-77.0
2007,Philippines,PHL,5181.00341,88652631.0,54.555,0.13,0.21,0.81,0.44,0.23,0.07,0.28,Manila,14.40N,121.03E,14.4,121.03
2007,Poland,POL,19563.28918,38189762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Warsaw,52.13N,21.00E,52.13,21.0
2007,Portugal,PRT,27575.23662,10608036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lisbon,38.42N,09.10W,38.42,-9.1
2007,Paraguay,PRY,6568.253231000001,6119295.0,11.56666667,0.0,0.01,0.04,0.02,0.01,0.0,0.01,Asuncion,25.10S,57.30W,-25.1,-57.3
2007,Qatar,QAT,118831.6554,1178192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Doha,25.15N,51.35E,25.15,51.35
2007,Romania,ROU,17277.02378,21644886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bucuresti,44.27N,26.10E,44.27,26.1
2007,Russia,RUS,22798.970830000002,143294533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moskva,55.45N,37.35E,55.45,37.35
2007,Saudi Arabia,SAU,45130.13956,25504176.0,7.123966942000001,0.01,0.06,0.12,0.1,0.08,0.0,0.07,Riyadh,24.41N,46.42E,24.41,46.42
2007,Senegal,SEN,2144.093193,11474661.0,11925.0,189.83,47.17,129.5,50.29,11.93,15.1,45.18,Dakar,14.34N,17.29W,14.34,-17.29
2007,El Salvador,SLV,7438.880372,6100868.0,1.307692308,0.0,0.01,0.03,0.01,0.02,0.0,0.01,San Salvador,13.40N,89.10W,13.4,-89.1
2007,Slovakia,SVK,24049.983369999998,5430974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bratislava,48.10N,17.07E,48.1,17.07
2007,Slovenia,SVN,30190.72365,2012345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ljubljana,46.04N,14.33E,46.04,14.33
2007,Sweden,SWE,44051.46761,9161374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stockholm,59.20N,18.03E,59.2,18.03
2007,Chad,TCD,1741.487056,10371839.0,4767.864197999999,280.36,62.19,97.96,35.18,8.04,16.71,45.99,N'Djamena,12.10N,14.59E,12.1,14.59
2007,Thailand,THA,12607.08111,67796451.0,59.48248408,0.1,0.12,0.21,0.13,0.13,0.07,0.12,Bangkok,13.45N,100.35E,13.45,100.35
2007,Tajikistan,TJK,1886.66563,6604426.0,87.5483871,0.03,0.06,0.12,0.05,0.03,0.12,0.06,Dushanbe,38.33N,68.48E,38.33,68.48
2007,Tunisia,TUN,9698.423639,10130368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunis,36.50N,10.11E,36.5,10.11
2007,Turkey,TUR,17901.47793,69992754.0,12.93408135,0.0,0.01,0.04,0.01,0.01,0.0,0.01,Ankara,39.57N,32.54E,39.57,32.54
2007,Tanzania,TZA,1942.488616,41068185.0,3000.0,228.9,51.79,79.32,28.09,8.43,14.43,38.43,Dodoma,06.08S,35.45E,-6.08,35.45
2007,Uganda,UGA,1392.698402,30339895.0,47842.678289999996,755.92,187.83,321.74,108.53,28.19,53.02,136.52,Kampala,00.20N,32.30E,0.2,32.3
2007,Ukraine,UKR,8497.059496,46282158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kiev (Russia),50.30N,30.28E,50.3,30.28
2007,Uruguay,URY,14330.294719999998,3335528.0,1.588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Montevideo,34.50S,56.11W,-34.5,-56.11
2007,United States,USA,51011.42503,302284564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Washington DC,39.91N,77.02W,39.91,-77.02
2007,Venezuela,VEN,17275.95936,27593427.0,178.0725191,0.08,0.07,0.15,0.09,0.07,0.02,0.07,Caracas,10.30N,66.55W,10.3,-66.55
2007,Vietnam,VNM,3907.265357,85007447.0,45.96560197,1.55,1.26,3.18,1.87,1.18,0.43,1.36,Hanoi,21.05N,105.55E,21.05,105.55
2007,South Africa,ZAF,11982.33952,48842462.0,29.88,0.26,0.38,0.49,0.49,0.42,0.26,0.41,Cape Town (legislative) ,25.44S,28.12E,-25.44,28.12
2007,Zambia,ZMB,2748.858048,12055384.0,18964.009430000002,139.31,36.55,95.01,35.88,9.75,12.14,33.99,Lusaka,15.28S,28.16E,-15.28,28.16
2007,Zimbabwe,ZWE,1493.587587,12481245.0,9562.351145,22.37,9.69,27.66,14.12,6.99,5.16,10.98,Harare,17.43S,31.02E,-17.43,31.02
2008,Albania,ALB,9153.981440000001,3181397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tirane,41.18N,19.49E,41.18,19.49
2008,United Arab Emirates,ARE,71724.27761,6206623.0,41.57407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Abu Dhabi,24.28N,54.22E,24.28,54.22
2008,Argentina,ARG,18436.86247,39714298.0,0.31794408399999996,0.0,0.01,0.04,0.01,0.01,0.0,0.01,Buenos Aires,36.30S,60.00W,-36.3,-60.0
2008,Armenia,ARM,7558.361648,3079087.0,0.958332686,0.0,0.01,0.05,0.02,0.01,0.0,0.01,Yerevan,40.10N,44.31E,40.1,44.31
2008,Australia,AUS,41316.60005,21513817.0,2.991240295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Canberra,35.15S,149.08E,-35.15,149.08
2008,Austria,AUT,44252.5353,8341806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vienna,48.12N,16.22E,48.12,16.22
2008,Azerbaijan,AZE,14364.994230000002,8943600.0,5.802754642999999,0.0,0.01,0.06,0.02,0.01,0.0,0.01,Baku,40.29N,49.56E,40.29,49.56
2008,Burundi,BDI,759.3399325,7943385.0,26526.15504,406.12,98.63,239.3,73.31,20.9,33.69,85.19,Bujumbura,03.16S,29.18E,-3.16,29.18
2008,Belgium,BEL,41653.48744,10602167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brussels,50.51N,04.21E,50.51,4.21
2008,Benin,BEN,1841.2498010000002,8355980.0,10491.477640000001,526.51,119.04,256.45,80.04,20.17,39.69,98.35,Porto Novo (constitutional) ,06.23N,02.42E,6.23,2.42
2008,Burkina Faso,BFA,1355.540785,15515258.0,12070.25665,1229.03,272.56,370.24,120.58,29.19,68.65,187.07,Ouagadougou,12.15N,01.30W,12.15,-1.3
2008,Bangladesh,BGD,2252.168733,145478300.0,40.85708524,0.01,1.5,0.81,1.22,1.67,1.98,1.48,Dhaka,23.43N,90.26E,23.43,90.26
2008,Bulgaria,BGR,15741.417640000001,7591322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sofia,42.45N,23.20E,42.45,23.2
2008,Bahrain,BHR,42776.89515,1052359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manama,26.10N,50.30E,26.1,50.3
2008,Bosnia and Herzegovina,BIH,9818.2485,3774164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sarajevo,43.52N,18.26E,43.52,18.26
2008,Bolivia,BOL,5191.131904,9618466.0,225.80639790000004,0.19,0.1,0.31,0.14,0.06,0.06,0.11,La Paz,16.20S,68.10W,-16.2,-68.1
2008,Brazil,BRA,13806.01492,191543237.0,206.37581540000002,0.09,0.05,0.08,0.06,0.04,0.03,0.05,Brasilia,15.47S,47.55W,-15.47,-47.55
2008,Barbados,BRB,16078.994669999998,272180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bridgetown,13.05N,59.30W,13.05,-59.3
2008,Brunei,BRN,81905.65813,384695.0,3.554952733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bandar Seri Begawan,04.52N,115.00E,4.52,115.0
2008,Botswana,BWA,13768.338430000002,1954822.0,1267.233826,1.16,1.02,3.22,1.78,1.02,0.44,1.26,Gaborone,24.45S,25.57E,-24.45,25.57
2008,Canada,CAN,41611.250810000005,33327954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ottawa,45.27N,75.42W,45.27,-75.42
2008,Switzerland,CHE,56399.477960000004,7573204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bern,46.57N,07.28E,46.57,7.28
2008,Chile,CHL,19031.616430000002,16795593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Santiago,33.24S,70.40W,-33.24,-70.4
2008,China,CHN,7947.788501999999,1328275524.0,1.9931271480000001,0.0,0.02,0.04,0.02,0.02,0.0,0.02,Beijing,39.55N,116.20E,39.55,116.2
2008,Cote d'Ivoire,CIV,2672.337082,18987007.0,2348.257794,863.66,188.22,423.26,124.24,38.13,72.37,167.04,Yamoussoukro,06.49N,05.17W,6.49,-5.17
2008,Cameroon,CMR,2664.0436870000003,18758778.0,4663.527854999999,747.91,159.03,269.29,103.56,25.9,49.46,127.17,Yaounde,03.50N,11.35E,3.5,11.35
2008,Colombia,COL,10547.260390000001,45005782.0,366.74147610000006,0.34,0.13,0.34,0.14,0.1,0.1,0.14,Bogota,04.34N,74.00W,4.34,-74.0
2008,Costa Rica,CRI,12834.93616,4522124.0,16.88205393,0.0,0.01,0.03,0.01,0.01,0.0,0.01,San Jose,09.55N,84.02W,9.55,-84.02
2008,Cyprus,CYP,35960.352719999995,1077001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nicosia,35.10N,33.25E,35.1,33.25
2008,Czech Republic,CZE,29313.646189999996,10377359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Prague,50.05N,14.22E,50.05,14.22
2008,Germany,DEU,40989.44311,82475271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Berlin,52.30N,13.25E,52.3,13.25
2008,Denmark,DNK,45865.79596,5497312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Copenhagen,55.41N,12.34E,55.41,12.34
2008,Dominican Republic,DOM,10449.1883,9664948.0,14.78124105,0.01,0.02,0.08,0.04,0.02,0.0,0.03,Santo Domingo,18.30N,69.59W,18.3,-69.59
2008,Algeria,DZA,12660.02309,34428028.0,0.978248595,0.01,0.02,0.06,0.04,0.03,0.0,0.02,Algiers,36.42N,03.08E,36.42,3.08
2008,Ecuador,ECU,9285.864407,14056740.0,399.27196230000004,0.09,0.07,0.22,0.11,0.07,0.03,0.08,Quito,00.15S,78.35W,-0.15,-78.35
2008,Egypt,EGY,9305.414955,78323298.0,0.063142472,0.0,0.01,0.03,0.02,0.01,0.0,0.01,Cairo,30.01N,31.14E,30.01,31.14
2008,Spain,ESP,34163.367589999994,45146258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Madrid,40.25N,03.45W,40.25,-3.45
2008,Estonia,EST,25968.97281,1342145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tallinn,59.22N,24.48E,59.22,24.48
2008,Ethiopia,ETH,924.5187619999999,79446419.0,807.9849088,20.42,5.44,17.67,6.12,1.93,2.04,5.66,Addis Ababa,09.02N,38.42E,9.02,38.42
2008,Finland,FIN,42574.64114,5316334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Helsinki,60.15N,25.03E,60.15,25.03
2008,France,FRA,37634.92905,62098413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paris,48.50N,02.20E,48.5,2.2
2008,United Kingdom,GBR,37698.45183,61270318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,London,51.36N,00.05W,51.36,-0.05
2008,Georgia,GEO,6408.060335,4394018.0,6.994274655,0.0,0.02,0.05,0.02,0.01,0.0,0.01,T'bilisi,41.43N,44.50E,41.43,44.5
2008,Ghana,GHA,2845.227326,23264176.0,16399.541530000002,532.0,120.48,284.26,106.95,30.34,44.31,111.76,Accra,05.35N,00.06W,5.35,-0.06
2008,Gambia,GMB,1555.356632,1636107.0,10030.711940000001,74.95,22.6,88.24,29.65,5.93,8.04,23.34,Banjul,13.28N,16.40W,13.28,-16.4
2008,Greece,GRC,31881.71235,11291807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Athens,37.58N,23.46E,37.58,23.46
2008,Guatemala,GTM,6781.899637,13690846.0,253.1721963,0.08,0.14,0.62,0.32,0.16,0.04,0.2,Guatemala,14.40N,90.22W,14.4,-90.22
2008,Guyana,GUY,5413.573602,751578.0,3682.460892,0.84,1.63,2.51,2.61,2.14,0.37,1.83,Georgetown,06.50N,58.12W,6.5,-58.12
2008,Honduras,HND,4084.2986990000004,7302742.0,143.60854709999998,0.42,0.33,1.35,0.53,0.28,0.19,0.41,Tegucigalpa,14.05N,87.14W,14.05,-87.14
2008,Croatia,HRV,22014.57807,4418387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zagreb,45.50N,15.58E,45.5,15.58
2008,Hungary,HUN,23591.90493,10021886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Budapest,47.29N,19.05E,47.29,19.05
2008,Indonesia,IDN,7792.629931,234951154.0,103.8978227,2.25,2.28,13.16,3.42,2.03,0.63,3.22,Jakarta,06.09S,106.49E,-6.09,106.49
2008,India,IND,3786.6326770000005,1190863679.0,164.981109,21.49,4.41,6.94,3.24,1.24,4.3,4.38,New Delhi,28.37N,77.13E,28.37,77.13
2008,Ireland,IRL,47629.61883,4352866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dublin,53.21N,06.15W,53.21,-6.15
2008,Iceland,ISL,43336.84012,310666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reykjavik,64.10N,21.57W,64.1,-21.57
2008,Israel,ISR,28893.82975,7092324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jerusalem,31.71N,35.10W,31.71,-35.1
2008,Italy,ITA,37954.16057,59891479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rome,41.54N,12.29E,41.54,12.29
2008,Jamaica,JAM,8565.658648999999,2720282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kingston,18.00N,76.50W,18.0,-76.5
2008,Jordan,JOR,9714.749808,5848952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amman,31.57N,35.52E,31.57,35.52
2008,Kazakhstan,KAZ,19272.21401,15655345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Astana,51.10N,71.30E,51.1,71.3
2008,Kenya,KEN,2335.168424,38455418.0,387.6330582,77.9,17.61,48.09,15.58,3.9,5.22,16.56,Nairobi,01.17S,36.48E,-1.17,36.48
2008,Kyrgyzstan,KGZ,2790.9349,5204104.0,9.189440312,0.0,0.01,0.06,0.02,0.01,0.0,0.02,Bishkek,42.54N,74.46E,42.54,74.46
2008,Cambodia,KHM,2452.278159,13822644.0,516.4325612,23.92,15.78,23.95,18.75,16.65,7.28,16.49,Phnom Penh,11.33N,104.55E,11.33,104.55
2008,Kuwait,KWT,93698.4616,2548351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kuwait,29.30N,48.00E,29.3,48.0
2008,Libya,LBY,28983.51723,6149620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tripoli,32.49N,13.07E,32.49,13.07
2008,Lesotho,LSO,2226.3765719999997,2127412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maseru,29.18S,27.30E,-29.18,27.3
2008,Lithuania,LTU,23566.193890000002,3359799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vilnius,54.38N,25.19E,54.38,25.19
2008,Luxembourg,LUX,94900.34672,486781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luxembourg,49.37N,06.09E,49.37,6.09
2008,Latvia,LVA,21333.19105,2271198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Riga,56.53N,24.08E,56.53,24.08
2008,Madagascar,MDG,1523.019873,19546282.0,11673.56099,171.32,46.61,134.59,46.08,14.95,18.18,45.05,Antananarivo,18.55S,47.31E,-18.55,47.31
2008,Mexico,MEX,16007.632130000002,110627158.0,3.742292079,0.0,0.01,0.04,0.01,0.01,0.0,0.01,Mexico,19.20N,99.10W,19.2,-99.1
2008,Macedonia,MKD,11043.73142,2052524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Skopje,42.01N,21.26E,42.01,21.26
2008,Macedonia,MKD,11043.73142,2052524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgrade,44.50N,20.37E,44.5,20.37
2008,Mali,MLI,1808.8876260000002,14459990.0,6167.533335,814.1,181.27,220.08,72.36,17.35,53.75,120.66,Bamako,12.34N,07.55W,12.34,-7.55
2008,Malta,MLT,28394.146960000002,413946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valletta,35.54N,14.31E,35.54,14.31
2008,Mozambique,MOZ,857.5268817,22332900.0,26193.81155,461.42,103.92,135.78,42.34,14.7,33.68,72.43,Maputo,25.58S,32.32E,-25.58,32.32
2008,Mauritania,MRT,3388.8354329999997,3295254.0,5617.548502000001,76.22,16.26,47.79,16.45,4.05,5.91,16.59,Nouakchott,20.10S,57.30E,-20.1,57.3
2008,Malawi,MWI,948.2265195,14005113.0,23639.84305,499.17,114.81,183.25,59.47,16.52,35.61,84.27,Lilongwe,14.00S,33.48E,-14.0,33.48
2008,Malaysia,MYS,20988.7246,27502008.0,25.45945008,0.05,0.05,0.21,0.12,0.05,0.01,0.07,Kuala Lumpur,03.09N,101.41E,3.09,101.41
