Year,Country,Country Code,GDP/capita,Population,"Malaria cases/100,000 pop.","Under-5s (per 100,000)","All ages (per 100,000)","70+ years old (per 100,000)","50-69 years old (per 100,000)","15-49 years old (per 100,000)","5-14 years old (per 100,000)","Age-standardized (per 100,000)",Capital,Latitude,Longitude,Latitude Number,Longitude Number
2008,Namibia,NAM,8207.70498,2200422.0,22101.818040000002,18.84,6.89,17.51,9.31,4.51,3.68,7.54,Windhoek,22.35S,17.04E,-22.35,17.04
2008,Nigeria,NGA,4710.55466,150665730.0,2026.6495100000002,1047.97,208.09,266.51,65.73,16.79,60.03,147.41,Abuja,09.05N,07.32E,9.05,7.32
2008,Nicaragua,NIC,4092.0614119999996,5635577.0,132.9730882,0.06,0.06,0.2,0.1,0.06,0.01,0.07,Managua,12.06N,86.20W,12.06,-86.2
2008,Netherlands,NLD,47134.30299,16503263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam ,52.23N,04.54E,52.23,4.54
2008,Norway,NOR,64513.42497000001,4778959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oslo,59.55N,10.45E,59.55,10.45
2008,Nepal,NPL,1850.025041,28905358.0,35.32750864,9.32,3.01,5.13,2.18,0.77,4.11,2.71,Kathmandu,27.45N,85.20E,27.45,85.2
2008,New Zealand,NZL,32544.63753,4277809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wellington,41.19S,174.46E,-41.19,174.46
2008,Oman,OMN,44938.51702,2636963.0,29.204650800000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masqat,23.37N,58.36E,23.37,58.36
2008,Pakistan,PAK,4273.035123,167442258.0,82.30366991,5.48,3.92,9.45,3.42,1.35,8.18,3.87,Islamabad,33.40N,73.10E,33.4,73.1
2008,Panama,PAN,14867.268419999999,3406487.0,283.4329653,0.0,0.01,0.04,0.02,0.01,0.0,0.01,Panama,09.00N,79.25W,9.0,-79.25
2008,Peru,PER,9323.353938,28463338.0,288.3385552,0.03,0.03,0.14,0.06,0.02,0.01,0.04,Lima,12.00S,77.00W,-12.0,-77.0
2008,Philippines,PHL,5309.442145,90173139.0,53.47413794,0.12,0.2,0.77,0.42,0.22,0.06,0.26,Manila,14.40N,121.03E,14.4,121.03
2008,Poland,POL,20391.87847,38218462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Warsaw,52.13N,21.00E,52.13,21.0
2008,Portugal,PRT,27590.3748,10634612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lisbon,38.42N,09.10W,38.42,-9.1
2008,Paraguay,PRY,6892.409354,6230242.0,24.0493943,0.0,0.01,0.04,0.01,0.01,0.0,0.01,Asuncion,25.10S,57.30W,-25.1,-57.3
2008,Qatar,QAT,119723.1007,1396060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Doha,25.15N,51.35E,25.15,51.35
2008,Romania,ROU,19053.3555,21589544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bucuresti,44.27N,26.10E,44.27,26.1
2008,Russia,RUS,24005.99668,143163100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moskva,55.45N,37.35E,55.45,37.35
2008,Saudi Arabia,SAU,46678.553530000005,26166639.0,7.652243017000001,0.01,0.06,0.12,0.09,0.08,0.0,0.07,Riyadh,24.41N,46.42E,24.41,46.42
2008,Senegal,SEN,2162.864903,11787123.0,10829.665490000001,180.17,46.28,135.63,52.56,12.33,15.23,45.44,Dakar,14.34N,17.29W,14.34,-17.29
2008,El Salvador,SLV,7500.569275,6129628.0,1.256942946,0.0,0.01,0.03,0.01,0.02,0.0,0.01,San Salvador,13.40N,89.10W,13.4,-89.1
2008,Slovakia,SVK,25382.1684,5441304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bratislava,48.10N,17.07E,48.1,17.07
2008,Slovenia,SVN,31137.77637,2018172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ljubljana,46.04N,14.33E,46.04,14.33
2008,Sweden,SWE,43466.14184,9236872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stockholm,59.20N,18.03E,59.2,18.03
2008,Chad,TCD,1736.919173,10653762.0,4540.720539,264.51,59.12,95.47,33.89,7.57,16.3,43.87,N'Djamena,12.10N,14.59E,12.1,14.59
2008,Thailand,THA,12757.15784,68267982.0,58.64790846,0.08,0.11,0.19,0.12,0.11,0.05,0.11,Bangkok,13.45N,100.35E,13.45,100.35
2008,Tajikistan,TJK,1991.893162,6691416.0,84.41331734,0.03,0.05,0.11,0.05,0.03,0.12,0.06,Dushanbe,38.33N,68.48E,38.33,68.48
2008,Tunisia,TUN,10003.299490000001,10247325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunis,36.50N,10.11E,36.5,10.11
2008,Turkey,TUR,17836.80519,70923730.0,12.9613948,0.0,0.01,0.03,0.01,0.01,0.0,0.01,Ankara,39.57N,32.54E,39.57,32.54
2008,Tanzania,TZA,1986.9149539999999,42267667.0,28470.37933,190.88,43.64,70.92,25.15,7.45,12.51,33.0,Dodoma,06.08S,35.45E,-6.08,35.45
2008,Uganda,UGA,1462.660817,31339392.0,44367.953839999995,703.63,174.13,303.46,99.89,25.38,50.14,126.47,Kampala,00.20N,32.30E,0.2,32.3
2008,Ukraine,UKR,8739.686077,45991584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kiev (Russia),50.30N,30.28E,50.3,30.28
2008,Uruguay,URY,15307.85795,3345967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Montevideo,34.50S,56.11W,-34.5,-56.11
2008,United States,USA,50383.840560000004,304989064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Washington DC,39.91N,77.02W,39.91,-77.02
2008,Venezuela,VEN,17897.09846,28057485.0,123.54522079999998,0.07,0.07,0.15,0.09,0.07,0.02,0.07,Caracas,10.30N,66.55W,10.3,-66.55
2008,Vietnam,VNM,4084.823662,85951912.0,45.53925201,1.55,1.27,3.24,1.87,1.18,0.42,1.36,Hanoi,21.05N,105.55E,21.05,105.55
2008,South Africa,ZAF,12196.605759999999,49319363.0,29.00319448,0.25,0.35,0.47,0.46,0.37,0.25,0.37,Cape Town (legislative) ,25.44S,28.12E,-25.44,28.12
2008,Zambia,ZMB,2881.811825,12379612.0,18431.10194,108.75,28.43,73.49,27.78,7.44,9.6,26.35,Lusaka,15.28S,28.16E,-15.28,28.16
2008,Zimbabwe,ZWE,1208.957127,12451543.0,9797.502422,23.01,9.73,27.33,13.95,6.94,4.99,10.92,Harare,17.43S,31.02E,-17.43,31.02
2009,Albania,ALB,9524.609811,3192723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tirane,41.18N,19.49E,41.18,19.49
2009,United Arab Emirates,ARE,61118.9038,6938815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Abu Dhabi,24.28N,54.22E,24.28,54.22
2009,Argentina,ARG,17168.378940000002,40062470.0,1.2810895629999999,0.0,0.01,0.04,0.01,0.01,0.0,0.01,Buenos Aires,36.30S,60.00W,-36.3,-60.0
2009,Armenia,ARM,6532.964231,3084979.0,0.0,0.0,0.01,0.05,0.02,0.01,0.0,0.01,Yerevan,40.10N,44.31E,40.1,44.31
2009,Australia,AUS,41207.12899,21902300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Canberra,35.15S,149.08E,-35.15,149.08
2009,Austria,AUT,42459.9772,8369639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vienna,48.12N,16.22E,48.12,16.22
2009,Azerbaijan,AZE,15393.89329,9066604.0,2.351427817,0.0,0.01,0.05,0.02,0.01,0.0,0.01,Baku,40.29N,49.56E,40.29,49.56
2009,Burundi,BDI,760.0617234,8170853.0,29113.74908,396.24,97.68,246.54,72.25,20.71,32.85,84.55,Bujumbura,03.16S,29.18E,-3.16,29.18
2009,Belgium,BEL,40375.48685,10660938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brussels,50.51N,04.21E,50.51,4.21
2009,Benin,BEN,1831.762518,8601771.0,37229.57471,456.24,105.08,242.91,75.33,19.1,35.85,89.18,Porto Novo (constitutional) ,06.23N,02.42E,6.23,2.42
2009,Burkina Faso,BFA,1354.0849640000001,15984479.0,45784.31618,1199.3,265.89,370.16,119.0,28.86,66.71,183.86,Ouagadougou,12.15N,01.30W,12.15,-1.3
2009,Bangladesh,BGD,2339.865769,147030145.0,2059.966493,0.01,1.41,0.82,1.17,1.59,1.81,1.4,Dhaka,23.43N,90.26E,23.43,90.26
2009,Bulgaria,BGR,15174.62581,7542674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sofia,42.45N,23.20E,42.45,23.2
2009,Bahrain,BHR,41256.06213,1169578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manama,26.10N,50.30E,26.1,50.3
2009,Bosnia and Herzegovina,BIH,9579.844859,3767683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sarajevo,43.52N,18.26E,43.52,18.26
2009,Bolivia,BOL,5278.038268,9773441.0,785.0603183,0.18,0.09,0.3,0.14,0.06,0.06,0.1,La Paz,16.20S,68.10W,-16.2,-68.1
2009,Brazil,BRA,13653.01396,193246610.0,729.8552294,0.08,0.04,0.08,0.05,0.04,0.02,0.05,Brasilia,15.47S,47.55W,-15.47,-47.55
2009,Barbados,BRB,15365.46499,272750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bridgetown,13.05N,59.30W,13.05,-59.3
2009,Brunei,BRN,79512.75501000001,391837.0,4.522613065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bandar Seri Begawan,04.52N,115.00E,4.52,115.0
2009,Botswana,BWA,12499.40739,1981576.0,373.4530332,1.01,0.94,3.04,1.65,0.94,0.41,1.16,Gaborone,24.45S,25.57E,-24.45,25.57
2009,Canada,CAN,39924.1959,33675448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ottawa,45.27N,75.42W,45.27,-75.42
2009,Switzerland,CHE,54512.97984,7621211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bern,46.57N,07.28E,46.57,7.28
2009,Chile,CHL,18547.46153,16955737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Santiago,33.24S,70.40W,-33.24,-70.4
2009,China,CHN,8651.726499,1334908820.0,7.550478128,0.0,0.02,0.04,0.02,0.02,0.0,0.01,Beijing,39.55N,116.20E,39.55,116.2
2009,Cote d'Ivoire,CIV,2698.554349,19350026.0,37994.540539999995,829.38,180.8,408.4,120.26,36.72,69.65,160.92,Yamoussoukro,06.49N,05.17W,6.49,-5.17
2009,Cameroon,CMR,2642.070893,19175028.0,30670.48193,653.64,140.15,245.97,94.2,23.33,43.43,113.05,Yaounde,03.50N,11.35E,3.5,11.35
2009,Colombia,COL,10599.9626,45654044.0,881.9706544,0.32,0.13,0.32,0.14,0.09,0.09,0.14,Bogota,04.34N,74.00W,4.34,-74.0
2009,Costa Rica,CRI,12543.9779,4590790.0,210.8723827,0.0,0.01,0.03,0.01,0.01,0.0,0.01,San Jose,09.55N,84.02W,9.55,-84.02
2009,Cyprus,CYP,34387.34837,1090473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nicosia,35.10N,33.25E,35.1,33.25
2009,Czech Republic,CZE,27735.87195,10439735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Prague,50.05N,14.22E,50.05,14.22
2009,Germany,DEU,38784.45248,82405365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Berlin,52.30N,13.25E,52.3,13.25
2009,Denmark,DNK,43382.62546,5524874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Copenhagen,55.41N,12.34E,55.41,12.34
2009,Dominican Republic,DOM,10406.331909999999,9796852.0,94.94253307,0.01,0.02,0.07,0.04,0.02,0.0,0.03,Santo Domingo,18.30N,69.59W,18.3,-69.59
2009,Algeria,DZA,12647.16054,34950168.0,0.0,0.01,0.02,0.06,0.03,0.02,0.0,0.02,Algiers,36.42N,03.08E,36.42,3.08
2009,Ecuador,ECU,9183.552558,14261566.0,235.24997209999998,0.09,0.07,0.2,0.1,0.06,0.02,0.07,Quito,00.15S,78.35W,-0.15,-78.35
2009,Egypt,EGY,9561.847569,79716203.0,0.0,0.0,0.01,0.03,0.02,0.01,0.0,0.01,Cairo,30.01N,31.14E,30.01,31.14
2009,Spain,ESP,32651.938469999997,45638113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Madrid,40.25N,03.45W,40.25,-3.45
2009,Estonia,EST,22187.9264,1341629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tallinn,59.22N,24.48E,59.22,24.48
2009,Ethiopia,ETH,979.6225122000002,81187751.0,15643.28403,10.71,2.85,9.45,3.24,1.01,1.05,2.98,Addis Ababa,09.02N,38.42E,9.02,38.42
2009,Finland,FIN,38867.79945,5341546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Helsinki,60.15N,25.03E,60.15,25.03
2009,France,FRA,36340.508689999995,62444770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paris,48.50N,02.20E,48.5,2.2
2009,United Kingdom,GBR,35795.1837,61652315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,London,51.36N,00.05W,51.36,-0.05
2009,Georgia,GEO,6254.867608,4373630.0,1.882362721,0.0,0.01,0.04,0.02,0.01,0.0,0.01,T'bilisi,41.43N,44.50E,41.43,44.5
2009,Ghana,GHA,2907.574748,23824402.0,32222.90708,504.16,115.76,274.39,103.57,29.4,42.26,107.09,Accra,05.35N,00.06W,5.35,-0.06
2009,Gambia,GMB,1604.183331,1681734.0,29336.39375,59.58,18.26,77.33,25.42,5.11,6.37,19.68,Banjul,13.28N,16.40W,13.28,-16.4
2009,Greece,GRC,30430.41942,11326596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Athens,37.58N,23.46E,37.58,23.46
2009,Guatemala,GTM,6669.999875,14033623.0,1089.461495,0.08,0.14,0.57,0.3,0.15,0.04,0.18,Guatemala,14.40N,90.22W,14.4,-90.22
2009,Guyana,GUY,5597.887707,753013.0,7713.110121,1.04,1.75,2.66,2.68,2.27,0.43,1.95,Georgetown,06.50N,58.12W,6.5,-58.12
2009,Honduras,HND,3904.4595189999995,7449923.0,456.08427489999997,0.42,0.33,1.35,0.52,0.28,0.19,0.4,Tegucigalpa,14.05N,87.14W,14.05,-87.14
2009,Croatia,HRV,20414.06616,4410864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zagreb,45.50N,15.58E,45.5,15.58
2009,Hungary,HUN,22077.59224,10002247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Budapest,47.29N,19.05E,47.29,19.05
2009,Indonesia,IDN,8044.97033,237414495.0,1116.650108,2.21,2.27,13.43,3.41,2.01,0.61,3.21,Jakarta,06.09S,106.49E,-6.09,106.49
2009,India,IND,4049.8051149999997,1207740408.0,951.2777574999999,20.4,4.21,6.85,3.17,1.21,4.15,4.23,New Delhi,28.37N,77.13E,28.37,77.13
2009,Ireland,IRL,44995.936369999996,4412181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dublin,53.21N,06.15W,53.21,-6.15
2009,Iceland,ISL,40190.17541,315543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reykjavik,64.10N,21.57W,64.1,-21.57
2009,Israel,ISR,28569.302819999997,7260949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jerusalem,31.71N,35.10W,31.71,-35.1
2009,Italy,ITA,35710.42032,60248654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rome,41.54N,12.29E,41.54,12.29
2009,Jordan,JOR,9749.110985,6025592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amman,31.57N,35.52E,31.57,35.52
2009,Kazakhstan,KAZ,18996.03768,15841096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Astana,51.10N,71.30E,51.1,71.3
2009,Kenya,KEN,2347.11358,39462188.0,32312.677139999996,65.33,14.34,37.47,11.74,2.96,4.17,13.2,Nairobi,01.17S,36.48E,-1.17,36.48
2009,Kyrgyzstan,KGZ,2837.031419,5270894.0,7.091108037000001,0.0,0.01,0.06,0.02,0.01,0.0,0.02,Bishkek,42.54N,74.46E,42.54,74.46
2009,Cambodia,KHM,2417.876281,13977903.0,1819.1385289999998,22.76,15.65,24.14,18.76,16.68,6.91,16.35,Phnom Penh,11.33N,104.55E,11.33,104.55
2009,Kuwait,KWT,81922.53712000001,2646286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kuwait,29.30N,48.00E,29.3,48.0
2009,Libya,LBY,28435.18422,6262667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tripoli,32.49N,13.07E,32.49,13.07
2009,Lesotho,LSO,2252.557984,2149201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maseru,29.18S,27.30E,-29.18,27.3
2009,Lithuania,LTU,20299.2041,3341097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vilnius,54.38N,25.19E,54.38,25.19
2009,Luxembourg,LUX,89098.73423999999,497637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luxembourg,49.37N,06.09E,49.37,6.09
2009,Latvia,LVA,18579.90649,2261380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Riga,56.53N,24.08E,56.53,24.08
2009,Madagascar,MDG,1421.188472,20124150.0,3366.265101,133.75,37.28,118.21,39.47,12.78,14.44,37.48,Antananarivo,18.55S,47.31E,-18.55,47.31
2009,Mexico,MEX,15011.75175,112033369.0,8.756175057,0.0,0.01,0.04,0.01,0.01,0.0,0.01,Mexico,19.20N,99.10W,19.2,-99.1
2009,Macedonia,MKD,10995.00591,2056769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Skopje,42.01N,21.26E,42.01,21.26
2009,Macedonia,MKD,10995.00591,2056769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgrade,44.50N,20.37E,44.5,20.37
2009,Mali,MLI,1832.808081,14909813.0,31061.05755,740.69,164.52,208.93,67.53,16.07,48.28,110.82,Bamako,12.34N,07.55W,12.34,-7.55
2009,Malta,MLT,27486.99474,415220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valletta,35.54N,14.31E,35.54,14.31
2009,Mozambique,MOZ,885.7342817,22858607.0,36794.74752,451.1,103.35,147.14,45.79,15.55,33.88,73.55,Maputo,25.58S,32.32E,-25.58,32.32
2009,Mauritania,MRT,3259.07635,3377630.0,17483.88438,71.4,15.16,45.36,15.35,3.84,5.32,15.57,Nouakchott,20.10S,57.30E,-20.1,57.3
2009,Malawi,MWI,996.2452685000001,14442290.0,34300.386360000004,479.85,109.11,164.54,54.18,14.65,33.18,78.61,Lilongwe,14.00S,33.48E,-14.0,33.48
2009,Malaysia,MYS,20092.24566,27949395.0,56.58972869,0.05,0.05,0.2,0.11,0.05,0.01,0.07,Kuala Lumpur,03.09N,101.41E,3.09,101.41
2009,Namibia,NAM,8113.874117,2242078.0,1655.2642859999999,14.35,5.52,14.83,7.75,3.73,2.94,6.14,Windhoek,22.35S,17.04E,-22.35,17.04
2009,Nigeria,NGA,4904.920946,154488072.0,42787.52232,961.69,190.69,241.13,58.99,15.01,53.98,134.47,Abuja,09.05N,07.32E,9.05,7.32
2009,Nicaragua,NIC,3906.989107,5710230.0,103.9440905,0.06,0.05,0.19,0.1,0.05,0.01,0.06,Managua,12.06N,86.20W,12.06,-86.2
2009,Netherlands,NLD,45125.80592,16559268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amsterdam ,52.23N,04.54E,52.23,4.54
2009,Norway,NOR,62671.3035,4834002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oslo,59.55N,10.45E,59.55,10.45
2009,Nepal,NPL,1914.705969,29432743.0,111.8609574,9.05,2.89,5.1,2.17,0.76,3.89,2.63,Kathmandu,27.45N,85.20E,27.45,85.2
2009,New Zealand,NZL,32122.83757,4322628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wellington,41.19S,174.46E,-41.19,174.46
2009,Oman,OMN,45635.529389999996,2712141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masqat,23.37N,58.36E,23.37,58.36
2009,Pakistan,PAK,4304.469172,170494367.0,929.8275568,5.7,3.96,9.48,3.4,1.35,8.34,3.92,Islamabad,33.40N,73.10E,33.4,73.1
2009,Panama,PAN,14838.54881,3461901.0,161.06591909999997,0.0,0.01,0.04,0.02,0.01,0.0,0.01,Panama,09.00N,79.25W,9.0,-79.25
2009,Peru,PER,9308.674789,28765162.0,781.0156222,0.03,0.03,0.13,0.06,0.02,0.01,0.04,Lima,12.00S,77.00W,-12.0,-77.0
2009,Philippines,PHL,5284.865123,91703090.0,146.9252981,0.11,0.2,0.74,0.4,0.21,0.05,0.25,Manila,14.40N,121.03E,14.4,121.03
2009,Poland,POL,20952.77161,38249228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Warsaw,52.13N,21.00E,52.13,21.0
2009,Portugal,PRT,26743.19799,10657175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lisbon,38.42N,09.10W,38.42,-9.1
2009,Paraguay,PRY,6531.8864109999995,6341892.0,31.30900385,0.0,0.01,0.04,0.01,0.01,0.0,0.01,Asuncion,25.10S,57.30W,-25.1,-57.3
2009,Qatar,QAT,117064.8597,1597765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Doha,25.15N,51.35E,25.15,51.35
2009,Romania,ROU,17855.01789,21537219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bucuresti,44.27N,26.10E,44.27,26.1
2009,Russia,RUS,22121.85249,143064078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moskva,55.45N,37.35E,55.45,37.35
2009,Saudi Arabia,SAU,44481.47176,26809105.0,5.846845431,0.01,0.06,0.12,0.09,0.08,0.0,0.07,Riyadh,24.41N,46.42E,24.41,46.42
2009,Senegal,SEN,2154.035431,12106865.0,12238.11786,166.73,44.06,137.74,53.24,12.41,14.32,44.41,Dakar,14.34N,17.29W,14.34,-17.29
2009,El Salvador,SLV,7233.638037000001,6160423.0,1.233526904,0.0,0.01,0.03,0.01,0.02,0.0,0.01,San Salvador,13.40N,89.10W,13.4,-89.1
2009,Slovakia,SVK,23973.84139,5451968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bratislava,48.10N,17.07E,48.1,17.07
2009,Slovenia,SVN,28451.54552,2024040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ljubljana,46.04N,14.33E,46.04,14.33
2009,Sweden,SWE,40862.97013,9311110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stockholm,59.20N,18.03E,59.2,18.03
2009,Chad,TCD,1752.119931,10937089.0,41789.35,257.99,57.6,93.45,32.7,7.2,15.5,42.63,N'Djamena,12.10N,14.59E,12.1,14.59
2009,Thailand,THA,12605.37312,68706122.0,396.6357981,0.06,0.09,0.18,0.11,0.1,0.03,0.09,Bangkok,13.45N,100.35E,13.45,100.35
2009,Tajikistan,TJK,2022.4609829999997,6783390.0,35.93983091,0.02,0.05,0.11,0.05,0.03,0.12,0.05,Dushanbe,38.33N,68.48E,38.33,68.48
2009,Tunisia,TUN,10195.576509999999,10365089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunis,36.50N,10.11E,36.5,10.11
2009,Turkey,TUR,16783.441469999998,71846212.0,1.6510133790000001,0.0,0.01,0.03,0.01,0.01,0.0,0.01,Ankara,39.57N,32.54E,39.57,32.54
2009,Tanzania,TZA,2028.6098129999998,43524738.0,29589.40193,201.22,46.32,79.67,28.36,8.24,13.27,35.68,Dodoma,06.08S,35.45E,-6.08,35.45
2009,Uganda,UGA,1508.416925,32367909.0,35541.57191,630.4,155.71,278.03,90.19,22.49,45.71,113.62,Kampala,00.20N,32.30E,0.2,32.3
2009,Ukraine,UKR,7479.34217,45715010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kiev (Russia),50.30N,30.28E,50.3,30.28
2009,Uruguay,URY,15900.82925,3357391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Montevideo,34.50S,56.11W,-34.5,-56.11
2009,United States,USA,48557.86764,307686729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Washington DC,39.91N,77.02W,39.91,-77.02
2009,Venezuela,VEN,17053.93131,28519913.0,435.49712630000005,0.07,0.06,0.14,0.09,0.07,0.02,0.07,Caracas,10.30N,66.55W,10.3,-66.55
2009,Vietnam,VNM,4259.960397999999,86901173.0,82.44347289,1.51,1.26,3.25,1.84,1.16,0.41,1.34,Hanoi,21.05N,105.55E,21.05,105.55
