Year,Country,Country Code,GDP/capita,Population,"Malaria cases/100,000 pop.","Under-5s (per 100,000)","All ages (per 100,000)","70+ years old (per 100,000)","50-69 years old (per 100,000)","15-49 years old (per 100,000)","5-14 years old (per 100,000)","Age-standardized (per 100,000)",Capital,Latitude,Longitude,Latitude Number,Longitude Number
2009,South Africa,ZAF,11842.159940000001,49751503.0,68.34002211,0.22,0.33,0.46,0.44,0.34,0.25,0.35,Cape Town (legislative) ,25.44S,28.12E,-25.44,28.12
2009,Zambia,ZMB,3060.067789,12723746.0,30715.99412,110.23,28.59,73.96,28.08,7.35,9.47,26.48,Lusaka,15.28S,28.16E,-15.28,28.16
2009,Zimbabwe,ZWE,1290.254664,12473992.0,20567.20611,20.85,8.95,25.52,12.89,6.36,4.64,10.06,Harare,17.43S,31.02E,-17.43,31.02
2010,Angola,AGO,5895.114088,19081912.0,21470.66053,153.16,39.04,86.06,28.72,7.95,10.35,31.92,Luanda,08.50S,13.15E,-8.5,13.15
2010,Argentina,ARG,18712.06308,40412376.0,1.2799668579999999,0.0,0.01,0.03,0.01,0.01,0.0,0.01,Buenos Aires,36.30S,60.00W,-36.3,-60.0
2010,Armenia,ARM,6702.848006,3092072.0,0.0,0.0,0.01,0.04,0.01,0.01,0.0,0.01,Yerevan,40.10N,44.31E,40.1,44.31
2010,Azerbaijan,AZE,15950.257459999999,9187783.0,2.377714995,0.0,0.01,0.05,0.01,0.01,0.0,0.01,Baku,40.29N,49.56E,40.29,49.56
2010,Burundi,BDI,763.8319302,8382849.0,27784.8156,377.13,94.83,251.51,71.03,20.59,31.69,82.82,Bujumbura,03.16S,29.18E,-3.16,29.18
2010,Benin,BEN,1818.7784609999999,8849892.0,36976.04232,407.55,95.62,235.31,72.78,18.58,33.33,83.32,Porto Novo (constitutional) ,06.23N,02.42E,6.23,2.42
2010,Burkina Faso,BFA,1424.781747,16468714.0,43365.72065,1160.77,257.18,370.07,117.47,28.57,64.44,179.86,Ouagadougou,12.15N,01.30W,12.15,-1.3
2010,Bangladesh,BGD,2442.728888,148692131.0,1906.902261,0.01,1.36,0.86,1.14,1.54,1.68,1.34,Dhaka,23.43N,90.26E,23.43,90.26
2010,Bolivia,BOL,5407.47022,9929849.0,788.9338155,0.17,0.09,0.3,0.13,0.06,0.05,0.1,La Paz,16.20S,68.10W,-16.2,-68.1
2010,Brazil,BRA,14539.084530000002,194946470.0,728.2245807,0.07,0.04,0.08,0.05,0.04,0.02,0.04,Brasilia,15.47S,47.55W,-15.47,-47.55
2010,Botswana,BWA,13334.19879,2006945.0,361.7636459,1.08,0.94,3.06,1.64,0.92,0.4,1.15,Gaborone,24.45S,25.57E,-24.45,25.57
2010,China,CHN,9525.819142,1341335152.0,7.52277626,0.0,0.02,0.04,0.02,0.01,0.0,0.01,Beijing,39.55N,116.20E,39.55,116.2
2010,Cote d'Ivoire,CIV,2690.258002,19737800.0,37161.959969999996,778.05,170.41,391.48,115.93,35.52,65.23,152.85,Yamoussoukro,06.49N,05.17W,6.49,-5.17
2010,Cameroon,CMR,2654.933971,19598889.0,28013.1233,606.78,131.04,236.44,90.26,22.33,40.1,106.41,Yaounde,03.50N,11.35E,3.5,11.35
2010,Colombia,COL,10900.50528,46294841.0,896.326337,0.3,0.12,0.31,0.13,0.09,0.08,0.13,Bogota,04.34N,74.00W,4.34,-74.0
2010,Cape Verde,CPV,5828.241588,495999.0,11.76320854,0.09,0.06,0.31,0.11,0.05,0.02,0.08,Praia,15.02N,23.34W,15.02,-23.34
2010,Costa Rica,CRI,12999.99219,4658887.0,210.93134759999998,0.0,0.01,0.03,0.01,0.01,0.0,0.01,San Jose,09.55N,84.02W,9.55,-84.02
2010,Dominican Republic,DOM,11123.53096,9927320.0,88.87284371,0.01,0.02,0.07,0.04,0.02,0.0,0.03,Santo Domingo,18.30N,69.59W,18.3,-69.59
2010,Algeria,DZA,12870.21624,35468208.0,0.0,0.01,0.02,0.05,0.03,0.02,0.0,0.02,Algiers,36.42N,03.08E,36.42,3.08
2010,Ecuador,ECU,9352.344237000001,14464739.0,238.77829559999998,0.08,0.06,0.19,0.1,0.06,0.02,0.07,Quito,00.15S,78.35W,-0.15,-78.35
2010,Egypt,EGY,9857.468282,81121077.0,0.0,0.0,0.01,0.03,0.02,0.01,0.0,0.01,Cairo,30.01N,31.14E,30.01,31.14
2010,Ethiopia,ETH,1073.8262949999998,82949541.0,15311.072380000001,7.99,2.17,7.62,2.6,0.8,0.78,2.33,Addis Ababa,09.02N,38.42E,9.02,38.42
2010,Georgia,GEO,6733.783761,4352244.0,1.868359789,0.0,0.01,0.04,0.02,0.01,0.0,0.01,T'bilisi,41.43N,44.50E,41.43,44.5
2010,Ghana,GHA,3059.4136989999997,24391823.0,31650.89144,471.27,110.42,268.17,101.04,28.72,39.68,102.42,Accra,05.35N,00.06W,5.35,-0.06
2010,Gambia,GMB,1655.74235,1728394.0,28224.48997,60.56,18.34,78.07,25.35,5.14,6.22,19.86,Banjul,13.28N,16.40W,13.28,-16.4
2010,Guatemala,GTM,6714.063595999999,14388929.0,1078.710183,0.07,0.13,0.53,0.28,0.15,0.03,0.17,Guatemala,14.40N,90.22W,14.4,-90.22
2010,Guyana,GUY,5835.810211,754493.0,7848.125006,0.92,1.69,2.59,2.52,2.2,0.41,1.88,Georgetown,06.50N,58.12W,6.5,-58.12
2010,Honduras,HND,3971.182994,7600524.0,484.3127721,0.41,0.32,1.34,0.52,0.27,0.18,0.39,Tegucigalpa,14.05N,87.14W,14.05,-87.14
2010,Indonesia,IDN,8433.497357,239870937.0,1100.234516,3.23,2.37,13.82,3.4,1.98,0.59,3.31,Jakarta,06.09S,106.49E,-6.09,106.49
2010,India,IND,4404.697005,1224614327.0,924.6399807,19.66,4.07,6.87,3.16,1.19,4.05,4.14,New Delhi,28.37N,77.13E,28.37,77.13
2010,Iran,IRN,17443.63548,73973630.0,26.14291013,0.01,0.01,0.04,0.02,0.02,0.0,0.02,Tehran,35.44N,51.30E,35.44,51.3
2010,Jamaica,JAM,7996.512517,2741052.0,14.15545656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kingston,18.00N,76.50W,18.0,-76.5
2010,Kenya,KEN,2475.843537,40512682.0,31027.81615,38.23,8.26,21.71,6.64,1.71,2.29,7.61,Nairobi,01.17S,36.48E,-1.17,36.48
2010,Kyrgyzstan,KGZ,2790.170664,5334223.0,7.146899703,0.0,0.01,0.05,0.02,0.01,0.0,0.01,Bishkek,42.54N,74.46E,42.54,74.46
2010,Cambodia,KHM,2522.926825,14138255.0,1845.200448,21.24,15.38,24.12,18.64,16.56,6.53,16.07,Phnom Penh,11.33N,104.55E,11.33,104.55
2010,Madagascar,MDG,1385.685072,20713819.0,3355.896961,105.34,29.99,103.45,33.65,10.9,11.41,31.22,Antananarivo,18.55S,47.31E,-18.55,47.31
2010,Mexico,MEX,15534.945630000002,113423047.0,9.002037919,0.0,0.01,0.03,0.01,0.01,0.0,0.01,Mexico,19.20N,99.10W,19.2,-99.1
2010,Mali,MLI,1871.984744,15369809.0,36074.12267,713.75,158.42,209.72,67.07,15.78,46.73,108.02,Bamako,12.34N,07.55W,12.34,-7.55
2010,Mozambique,MOZ,917.763832,23390765.0,35441.23281,432.5,101.05,158.38,49.39,16.47,33.65,73.91,Maputo,25.58S,32.32E,-25.58,32.32
2010,Mauritania,MRT,3316.97478,3459773.0,18382.09077,41.56,9.07,29.43,9.82,2.5,3.12,9.6,Nouakchott,20.10S,57.30E,-20.1,57.3
2010,Malawi,MWI,1032.9628810000002,14900841.0,33363.395619999996,365.36,82.85,122.5,41.26,10.88,24.95,59.42,Lilongwe,14.00S,33.48E,-14.0,33.48
2010,Malaysia,MYS,21107.29234,28401017.0,55.90985403,0.05,0.05,0.2,0.11,0.05,0.01,0.06,Kuala Lumpur,03.09N,101.41E,3.09,101.41
2010,Namibia,NAM,8460.847368,2283289.0,1698.492538,11.95,4.34,11.51,5.93,2.81,2.27,4.78,Windhoek,22.35S,17.04E,-22.35,17.04
2010,Nigeria,NGA,5150.158818,158423182.0,39736.352589999995,883.97,174.97,220.55,53.59,13.64,48.44,123.22,Abuja,09.05N,07.32E,9.05,7.32
2010,Nicaragua,NIC,4028.712087,5788163.0,105.21482250000001,0.05,0.05,0.18,0.09,0.05,0.01,0.06,Managua,12.06N,86.20W,12.06,-86.2
2010,Nepal,NPL,1985.980341,29959364.0,112.09825359999998,8.55,2.74,5.06,2.14,0.74,3.62,2.52,Kathmandu,27.45N,85.20E,27.45,85.2
2010,Oman,OMN,45334.8295,2782435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masqat,23.37N,58.36E,23.37,58.36
2010,Pakistan,PAK,4283.607312,173593383.0,931.3120287999999,5.91,3.99,9.67,3.43,1.37,8.41,3.99,Islamabad,33.40N,73.10E,33.4,73.1
2010,Panama,PAN,15419.34162,3516820.0,161.6764683,0.0,0.01,0.04,0.02,0.01,0.0,0.01,Panama,09.00N,79.25W,9.0,-79.25
2010,Peru,PER,9956.556637,29076512.0,803.9865658,0.03,0.03,0.13,0.06,0.02,0.01,0.03,Lima,12.00S,77.00W,-12.0,-77.0
2010,Philippines,PHL,5596.837097,93260798.0,143.9213212,0.1,0.19,0.71,0.39,0.2,0.04,0.24,Manila,14.40N,121.03E,14.4,121.03
2010,Paraguay,PRY,7289.51391,6454548.0,32.78865161,0.0,0.01,0.04,0.01,0.01,0.0,0.01,Asuncion,25.10S,57.30W,-25.1,-57.3
2010,Russia,RUS,23107.785219999998,142958164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moskva,55.45N,37.35E,55.45,37.35
2010,Rwanda,RWA,1353.154072,10624005.0,34352.00689,82.6,22.75,68.1,22.61,7.0,8.85,21.51,Kigali,01.59S,30.04E,-1.59,30.04
2010,Saudi Arabia,SAU,45421.22848,27448086.0,6.094761714,0.01,0.06,0.11,0.09,0.08,0.0,0.06,Riyadh,24.41N,46.42E,24.41,46.42
2010,Senegal,SEN,2180.591234,12433728.0,12063.27638,147.56,40.12,132.83,51.21,11.94,13.0,41.47,Dakar,14.34N,17.29W,14.34,-17.29
2010,El Salvador,SLV,7299.871312,6192993.0,1.276883105,0.0,0.01,0.03,0.01,0.02,0.0,0.01,San Salvador,13.40N,89.10W,13.4,-89.1
2010,Swaziland,SWZ,7296.510455,1186056.0,17.48207905,0.06,0.03,0.07,0.04,0.02,0.01,0.03,Mbabane (administrative),26.18S,31.06E,-26.18,31.06
2010,Chad,TCD,1925.1951179999999,11227208.0,39920.37009,229.6,51.95,89.06,30.96,6.82,14.37,39.07,N'Djamena,12.10N,14.59E,12.1,14.59
2010,Thailand,THA,13486.562409999999,69122234.0,405.1134727,0.05,0.08,0.16,0.1,0.09,0.02,0.08,Bangkok,13.45N,100.35E,13.45,100.35
2010,Tajikistan,TJK,2106.3387559999996,6878637.0,35.72419211,0.02,0.05,0.1,0.04,0.03,0.12,0.05,Dushanbe,38.33N,68.48E,38.33,68.48
2010,Turkey,TUR,17959.25911,72752325.0,1.657227625,0.0,0.01,0.03,0.01,0.01,0.0,0.01,Ankara,39.57N,32.54E,39.57,32.54
2010,Tanzania,TZA,2090.583225,44841226.0,29245.42475,211.48,49.14,90.57,32.3,9.26,13.88,38.75,Dodoma,06.08S,35.45E,-6.08,35.45
2010,Uganda,UGA,1540.132177,33424683.0,35543.23852,581.31,143.44,265.66,85.55,20.9,42.32,105.84,Kampala,00.20N,32.30E,0.2,32.3
2010,Venezuela,VEN,16544.97206,28979857.0,435.6378758,0.07,0.06,0.14,0.08,0.07,0.02,0.07,Caracas,10.30N,66.55W,10.3,-66.55
2010,Vietnam,VNM,4486.261073,87848445.0,81.57714182,1.49,1.26,3.28,1.82,1.15,0.41,1.33,Hanoi,21.05N,105.55E,21.05,105.55
2010,South Africa,ZAF,12028.93398,50132817.0,67.37405509,0.19,0.31,0.44,0.42,0.31,0.25,0.32,Cape Town (legislative) ,25.44S,28.12E,-25.44,28.12
2010,Zambia,ZMB,3279.277161,13088570.0,31251.30802,114.08,29.23,74.95,28.63,7.32,9.38,26.93,Lusaka,15.28S,28.16E,-15.28,28.16
2010,Zimbabwe,ZWE,1460.4028349999999,12571454.0,20367.88824,24.22,9.53,25.72,12.77,6.26,4.96,10.34,Harare,17.43S,31.02E,-17.43,31.02
2011,Angola,AGO,5911.254334,19618432.0,21470.66053,133.12,34.33,79.69,26.37,7.29,9.2,28.63,Luanda,08.50S,13.15E,-8.5,13.15
2011,Argentina,ARG,19629.35185,40764561.0,1.2799668579999999,0.0,0.01,0.03,0.01,0.01,0.0,0.01,Buenos Aires,36.30S,60.00W,-36.3,-60.0
2011,Armenia,ARM,7022.103943000001,3100236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yerevan,40.10N,44.31E,40.1,44.31
2011,Azerbaijan,AZE,15754.15236,9306023.0,2.377714995,0.0,0.01,0.04,0.01,0.01,0.0,0.01,Baku,40.29N,49.56E,40.29,49.56
2011,Burundi,BDI,771.5094237000001,8575172.0,27784.8156,332.37,84.46,227.53,62.14,18.28,28.07,73.49,Bujumbura,03.16S,29.18E,-3.16,29.18
2011,Benin,BEN,1820.894693,9099922.0,36976.04232,365.5,87.08,225.2,69.22,17.82,30.92,77.55,Porto Novo (constitutional) ,06.23N,02.42E,6.23,2.42
2011,Burkina Faso,BFA,1472.716191,16967845.0,43365.72065,1103.45,242.27,355.82,110.76,26.24,58.63,170.58,Ouagadougou,12.15N,01.30W,12.15,-1.3
2011,Bangladesh,BGD,2570.850145,150493658.0,1906.902261,0.01,1.29,0.89,1.1,1.47,1.56,1.28,Dhaka,23.43N,90.26E,23.43,90.26
2011,Bolivia,BOL,5598.508445,10088108.0,788.9338155,0.16,0.09,0.29,0.13,0.06,0.05,0.1,La Paz,16.20S,68.10W,-16.2,-68.1
2011,Brazil,BRA,14973.098469999999,196655014.0,728.2245807,0.07,0.04,0.08,0.05,0.04,0.02,0.04,Brasilia,15.47S,47.55W,-15.47,-47.55
2011,Botswana,BWA,13889.27047,2030738.0,361.7636459,1.04,0.94,3.1,1.62,0.92,0.4,1.15,Gaborone,24.45S,25.57E,-24.45,25.57
2011,China,CHN,10384.367320000001,1347565324.0,7.52277626,0.0,0.01,0.04,0.02,0.01,0.0,0.01,Beijing,39.55N,116.20E,39.55,116.2
2011,Cote d'Ivoire,CIV,2511.420195,20152894.0,37161.959969999996,702.33,154.57,358.7,106.91,32.86,59.32,139.49,Yamoussoukro,06.49N,05.17W,6.49,-5.17
2011,Cameroon,CMR,2690.765055,20030362.0,28013.1233,567.38,123.73,231.19,87.36,21.64,38.05,101.31,Yaounde,03.50N,11.35E,3.5,11.35
2011,Colombia,COL,11496.47771,46927125.0,896.326337,0.28,0.11,0.29,0.12,0.08,0.07,0.12,Bogota,04.34N,74.00W,4.34,-74.0
2011,Cape Verde,CPV,5991.77849,500585.0,11.76320854,0.08,0.06,0.3,0.11,0.05,0.02,0.07,Praia,15.02N,23.34W,15.02,-23.34
2011,Costa Rica,CRI,13397.23054,4726575.0,210.93134759999998,0.0,0.01,0.02,0.01,0.01,0.0,0.01,San Jose,09.55N,84.02W,9.55,-84.02
2011,Dominican Republic,DOM,11320.903059999999,10056181.0,88.87284371,0.01,0.02,0.07,0.04,0.02,0.0,0.02,Santo Domingo,18.30N,69.59W,18.3,-69.59
2011,Algeria,DZA,12989.95496,35980193.0,0.0,0.01,0.02,0.05,0.03,0.02,0.0,0.02,Algiers,36.42N,03.08E,36.42,3.08
2011,Ecuador,ECU,9926.903441,14666055.0,238.77829559999998,0.08,0.06,0.19,0.09,0.06,0.02,0.07,Quito,00.15S,78.35W,-0.15,-78.35
2011,Egypt,EGY,9823.823287000001,82536770.0,0.0,0.0,0.01,0.03,0.02,0.01,0.0,0.01,Cairo,30.01N,31.14E,30.01,31.14
2011,Ethiopia,ETH,1162.783317,84734262.0,15311.072380000001,5.94,1.62,5.82,1.97,0.61,0.58,1.76,Addis Ababa,09.02N,38.42E,9.02,38.42
2011,Georgia,GEO,7315.090898,4329026.0,1.868359789,0.0,0.01,0.04,0.02,0.01,0.0,0.01,T'bilisi,41.43N,44.50E,41.43,44.5
2011,Ghana,GHA,3404.4595659999995,24965816.0,31650.89144,431.11,101.34,244.55,88.9,25.81,36.83,92.62,Accra,05.35N,00.06W,5.35,-0.06
2011,Gambia,GMB,1534.8949380000001,1776103.0,28224.48997,65.33,19.72,85.55,27.27,5.66,6.63,21.61,Banjul,13.28N,16.40W,13.28,-16.4
2011,Guatemala,GTM,6844.495640000001,14757316.0,1078.710183,0.07,0.13,0.51,0.27,0.14,0.03,0.17,Guatemala,14.40N,90.22W,14.4,-90.22
2011,Guyana,GUY,6132.214142,756040.0,7848.125006,2.3,2.31,3.43,3.21,2.82,0.63,2.54,Georgetown,06.50N,58.12W,6.5,-58.12
2011,Honduras,HND,4046.0762520000003,7754687.0,484.3127721,0.41,0.32,1.35,0.51,0.27,0.18,0.39,Tegucigalpa,14.05N,87.14W,14.05,-87.14
2011,Indonesia,IDN,8837.820122,242325638.0,1100.234516,1.93,2.17,13.13,3.24,1.91,0.56,3.05,Jakarta,06.09S,106.49E,-6.09,106.49
2011,India,IND,4635.879137,1241491960.0,924.6399807,19.59,4.02,6.91,3.15,1.18,4.03,4.12,New Delhi,28.37N,77.13E,28.37,77.13
2011,Iran,IRN,17876.1888,74798599.0,26.14291013,0.01,0.01,0.04,0.02,0.01,0.0,0.01,Tehran,35.44N,51.30E,35.44,51.3
2011,Jamaica,JAM,8099.462487999999,2751273.0,14.15545656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kingston,18.00N,76.50W,18.0,-76.5
2011,Kenya,KEN,2556.870916,41609728.0,31027.81615,16.25,3.67,11.73,3.47,0.91,1.0,3.64,Nairobi,01.17S,36.48E,-1.17,36.48
2011,Kyrgyzstan,KGZ,2920.60321,5392580.0,7.146899703,0.0,0.01,0.05,0.02,0.01,0.0,0.01,Bishkek,42.54N,74.46E,42.54,74.46
2011,Cambodia,KHM,2658.709247,14305183.0,1845.200448,19.63,14.95,23.8,18.33,16.25,6.16,15.64,Phnom Penh,11.33N,104.55E,11.33,104.55
2011,Madagascar,MDG,1367.5430820000001,21315135.0,3355.896961,82.77,23.85,86.59,27.42,8.98,9.11,25.35,Antananarivo,18.55S,47.31E,-18.55,47.31
2011,Mexico,MEX,15922.898159999999,114793341.0,9.002037919,0.0,0.01,0.03,0.01,0.01,0.0,0.01,Mexico,19.20N,99.10W,19.2,-99.1
2011,Mali,MLI,1874.7030300000001,15839538.0,36074.12267,731.81,162.25,219.44,69.36,16.19,48.26,111.3,Bamako,12.34N,07.55W,12.34,-7.55
2011,Mozambique,MOZ,954.7991162000001,23929708.0,35441.23281,406.52,96.48,162.38,50.66,16.77,32.74,72.23,Maputo,25.58S,32.32E,-25.58,32.32
2011,Mauritania,MRT,3371.994582,3541540.0,18382.09077,34.75,7.66,25.91,8.44,2.2,2.61,8.23,Nouakchott,20.10S,57.30E,-20.1,57.3
2011,Malawi,MWI,1051.1859960000002,15380888.0,33363.395619999996,294.78,67.12,101.14,34.67,8.98,19.98,48.45,Lilongwe,14.00S,33.48E,-14.0,33.48
2011,Malaysia,MYS,21818.87569,28859154.0,55.90985403,0.05,0.05,0.2,0.11,0.05,0.01,0.06,Kuala Lumpur,03.09N,101.41E,3.09,101.41
2011,Namibia,NAM,8721.255524,2324004.0,1698.492538,11.29,4.2,11.39,5.7,2.72,2.29,4.62,Windhoek,22.35S,17.04E,-22.35,17.04
2011,Nigeria,NGA,5259.295504,162470737.0,39736.352589999995,817.62,161.63,202.87,49.24,12.6,44.46,113.9,Abuja,09.05N,07.32E,9.05,7.32
2011,Nicaragua,NIC,4231.497518,5869859.0,105.21482250000001,0.05,0.05,0.18,0.09,0.05,0.01,0.06,Managua,12.06N,86.20W,12.06,-86.2
2011,Nepal,NPL,2031.0874649999998,30485798.0,112.09825359999998,8.2,2.65,5.08,2.14,0.73,3.49,2.46,Kathmandu,27.45N,85.20E,27.45,85.2
2011,Oman,OMN,42121.26212,2846145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masqat,23.37N,58.36E,23.37,58.36
2011,Pakistan,PAK,4309.763713,176745364.0,931.3120287999999,5.62,3.88,9.56,3.36,1.34,8.25,3.9,Islamabad,33.40N,73.10E,33.4,73.1
2011,Panama,PAN,16939.883169999997,3571185.0,161.6764683,0.0,0.01,0.04,0.02,0.01,0.0,0.01,Panama,09.00N,79.25W,9.0,-79.25
2011,Peru,PER,10449.09326,29399817.0,803.9865658,0.03,0.03,0.13,0.05,0.02,0.01,0.03,Lima,12.00S,77.00W,-12.0,-77.0
2011,Philippines,PHL,5707.204842,94852030.0,143.9213212,0.1,0.18,0.68,0.37,0.19,0.04,0.23,Manila,14.40N,121.03E,14.4,121.03
2011,Paraguay,PRY,7504.653644,6568290.0,32.78865161,0.0,0.01,0.04,0.01,0.01,0.0,0.01,Asuncion,25.10S,57.30W,-25.1,-57.3
2011,Russia,RUS,24074.36458,142835555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moskva,55.45N,37.35E,55.45,37.35
2011,Rwanda,RWA,1421.185929,10942950.0,34352.00689,83.65,23.11,70.44,23.56,7.38,9.01,22.21,Kigali,01.59S,30.04E,-1.59,30.04
2011,Saudi Arabia,SAU,48524.632489999996,28082541.0,6.094761714,0.01,0.06,0.11,0.08,0.08,0.0,0.06,Riyadh,24.41N,46.42E,24.41,46.42
2011,Senegal,SEN,2154.817596,12767556.0,12063.27638,123.08,34.4,120.88,46.17,10.87,11.07,36.52,Dakar,14.34N,17.29W,14.34,-17.29
2011,El Salvador,SLV,7428.030148999999,6227491.0,1.276883105,0.0,0.01,0.03,0.01,0.01,0.0,0.01,San Salvador,13.40N,89.10W,13.4,-89.1
2011,Swaziland,SWZ,7323.997018000001,1203330.0,17.48207905,0.06,0.03,0.08,0.04,0.02,0.01,0.03,Mbabane (administrative),26.18S,31.06E,-26.18,31.06
2011,Chad,TCD,1863.845605,11525496.0,39920.37009,206.86,47.18,85.47,29.34,6.44,12.82,36.01,N'Djamena,12.10N,14.59E,12.1,14.59
2011,Thailand,THA,13535.133269999998,69518555.0,405.1134727,0.04,0.07,0.15,0.09,0.08,0.02,0.07,Bangkok,13.45N,100.35E,13.45,100.35
2011,Tajikistan,TJK,2211.7538219999997,6976958.0,35.72419211,0.02,0.05,0.1,0.04,0.03,0.12,0.05,Dushanbe,38.33N,68.48E,38.33,68.48
2011,Turkey,TUR,19660.88949,73639596.0,1.657227625,0.0,0.01,0.02,0.01,0.0,0.0,0.01,Ankara,39.57N,32.54E,39.57,32.54
2011,Tanzania,TZA,2186.131582,46218486.0,29245.42475,170.48,40.1,79.5,28.23,8.11,11.32,32.48,Dodoma,06.08S,35.45E,-6.08,35.45
2011,Uganda,UGA,1628.901607,34509205.0,35543.23852,493.8,121.7,229.97,73.79,17.88,36.43,90.47,Kampala,00.20N,32.30E,0.2,32.3
2011,Venezuela,VEN,16981.33549,29436891.0,435.6378758,0.07,0.06,0.14,0.08,0.07,0.02,0.07,Caracas,10.30N,66.55W,10.3,-66.55
2011,Vietnam,VNM,4715.886349,88791996.0,81.57714182,1.44,1.24,3.31,1.8,1.13,0.4,1.31,Hanoi,21.05N,105.55E,21.05,105.55
2011,South Africa,ZAF,12243.87909,50459978.0,67.37405509,0.17,0.29,0.43,0.41,0.29,0.26,0.31,Cape Town (legislative) ,25.44S,28.12E,-25.44,28.12
2011,Zambia,ZMB,3361.112069,13474959.0,31251.30802,102.16,25.77,64.2,24.61,6.2,8.15,23.45,Lusaka,15.28S,28.16E,-15.28,28.16
2011,Zimbabwe,ZWE,1663.456376,12754378.0,20367.88824,25.17,9.61,25.32,12.23,6.06,5.09,10.21,Harare,17.43S,31.02E,-17.43,31.02
2012,Argentina,ARG,19224.8744,41118986.0,0.706889765,0.0,0.01,0.03,0.01,0.01,0.0,0.01,Buenos Aires,36.30S,60.00W,-36.3,-60.0
2012,Armenia,ARM,7511.132481999999,3108972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yerevan,40.10N,44.31E,40.1,44.31
2012,Azerbaijan,AZE,15888.218,9421233.0,1.031364114,0.0,0.01,0.04,0.01,0.01,0.0,0.01,Baku,40.29N,49.56E,40.29,49.56
