Year,Country,Country Code,GDP/capita,Population,"Malaria cases/100,000 pop.","Under-5s (per 100,000)","All ages (per 100,000)","70+ years old (per 100,000)","50-69 years old (per 100,000)","15-49 years old (per 100,000)","5-14 years old (per 100,000)","Age-standardized (per 100,000)",Capital,Latitude,Longitude,Latitude Number,Longitude Number
2012,Burundi,BDI,778.7354836000001,8749387.0,8931.505681999999,270.36,70.52,205.98,54.7,16.15,23.46,63.04,Bujumbura,03.16S,29.18E,-3.16,29.18
2012,Benin,BEN,1855.8434280000001,9351838.0,27461.06587,352.84,84.64,224.66,68.7,17.77,30.15,76.39,Porto Novo (constitutional) ,06.23N,02.42E,6.23,2.42
2012,Burkina Faso,BFA,1521.453651,17481984.0,31822.23205,1021.91,224.77,344.18,105.92,26.15,57.08,161.49,Ouagadougou,12.15N,01.30W,12.15,-1.3
2012,Bangladesh,BGD,2706.586745,152408774.0,619.8753324,0.01,1.24,0.92,1.08,1.42,1.45,1.23,Dhaka,23.43N,90.26E,23.43,90.26
2012,Bolivia,BOL,5792.933051,10248042.0,177.1360773,0.15,0.08,0.28,0.13,0.06,0.05,0.09,La Paz,16.20S,68.10W,-16.2,-68.1
2012,Brazil,BRA,15118.13845,198360943.0,201.8498539,0.06,0.04,0.07,0.05,0.04,0.02,0.04,Brasilia,15.47S,47.55W,-15.47,-47.55
2012,Botswana,BWA,14244.49431,2053237.0,232.86954419999998,0.95,0.82,2.74,1.42,0.8,0.32,1.0,Gaborone,24.45S,25.57E,-24.45,25.57
2012,China,CHN,11145.75235,1353600687.0,1.967775597,0.0,0.01,0.03,0.02,0.01,0.0,0.01,Beijing,39.55N,116.20E,39.55,116.2
2012,Cote d'Ivoire,CIV,2712.3780260000003,20594615.0,38557.1885,566.07,127.04,314.33,94.08,28.95,48.6,117.64,Yamoussoukro,06.49N,05.17W,6.49,-5.17
2012,Cameroon,CMR,2739.225731,20468943.0,26841.9947,529.22,116.43,226.33,84.68,20.94,35.73,96.35,Yaounde,03.50N,11.35E,3.5,11.35
2012,Colombia,COL,11840.24043,47550708.0,386.78632719999996,0.27,0.11,0.28,0.12,0.08,0.06,0.11,Bogota,04.34N,74.00W,4.34,-74.0
2012,Cape Verde,CPV,5986.939056,505335.0,68.79671536,0.08,0.06,0.29,0.1,0.04,0.02,0.07,Praia,15.02N,23.34W,15.02,-23.34
2012,Costa Rica,CRI,13878.0474,4793725.0,13.74417257,0.0,0.01,0.02,0.01,0.01,0.0,0.01,San Jose,09.55N,84.02W,9.55,-84.02
2012,Dominican Republic,DOM,11490.68182,10183339.0,41.77657272,0.01,0.02,0.07,0.04,0.02,0.0,0.02,Santo Domingo,18.30N,69.59W,18.3,-69.59
2012,Algeria,DZA,13161.56646,36485828.0,0.034523325,0.01,0.02,0.05,0.03,0.02,0.0,0.02,Algiers,36.42N,03.08E,36.42,3.08
2012,Ecuador,ECU,10322.1789,14864987.0,51.37538192,0.07,0.06,0.18,0.09,0.05,0.02,0.06,Quito,00.15S,78.35W,-0.15,-78.35
2012,Egypt,EGY,9822.420181,83958369.0,0.0,0.0,0.01,0.03,0.02,0.01,0.0,0.01,Cairo,30.01N,31.14E,30.01,31.14
2012,Ethiopia,ETH,1230.575484,86538534.0,2995.5109850000003,5.79,1.63,6.24,2.11,0.64,0.59,1.82,Addis Ababa,09.02N,38.42E,9.02,38.42
2012,Gabon,GAB,16159.491000000002,1563873.0,19021.08542,192.86,52.77,114.61,67.46,22.14,17.35,51.73,Libreville,00.25N,09.26E,0.25,9.26
2012,Georgia,GEO,7881.3290480000005,4304363.0,0.187077622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T'bilisi,41.43N,44.50E,41.43,44.5
2012,Ghana,GHA,3632.4364549999996,25545939.0,26354.54607,381.34,91.77,237.01,82.9,24.43,32.55,84.92,Accra,05.35N,00.06W,5.35,-0.06
2012,Guinea,GIN,1234.353269,10480710.0,39709.556710000004,639.14,131.1,220.42,64.69,17.97,42.04,103.06,Conakry,09.29N,13.49W,9.29,-13.49
2012,Gambia,GMB,1574.596578,1824777.0,28225.95607,68.15,20.32,87.06,27.49,5.77,6.92,22.21,Banjul,13.28N,16.40W,13.28,-16.4
2012,Guatemala,GTM,6899.108739,15137569.0,210.01654380000002,0.07,0.12,0.48,0.26,0.14,0.03,0.16,Guatemala,14.40N,90.22W,14.4,-90.22
2012,Guyana,GUY,6393.506861,757623.0,3786.614574,1.93,2.18,3.27,3.01,2.64,0.62,2.36,Georgetown,06.50N,58.12W,6.5,-58.12
2012,Honduras,HND,4136.822058,7912032.0,368.0698445,0.41,0.32,1.36,0.51,0.27,0.18,0.39,Tegucigalpa,14.05N,87.14W,14.05,-87.14
2012,Haiti,HTI,1584.832466,10255644.0,2580.02415,0.11,0.1,0.2,0.14,0.12,0.02,0.11,Port-au-Prince,18.40N,72.20W,18.4,-72.2
2012,Indonesia,IDN,9251.175537000001,244769110.0,1374.8212800000001,3.29,2.24,12.58,3.12,1.85,0.55,3.07,Jakarta,06.09S,106.49E,-6.09,106.49
2012,India,IND,4827.559656,1258350971.0,1862.159273,18.59,3.82,6.81,3.07,1.15,3.89,3.97,New Delhi,28.37N,77.13E,28.37,77.13
2012,Iran,IRN,16484.741719999998,75611798.0,7.155172362,0.01,0.01,0.04,0.02,0.01,0.0,0.01,Tehran,35.44N,51.30E,35.44,51.3
2012,Kenya,KEN,2602.5038670000004,42749418.0,5852.561951,16.13,3.71,13.21,3.77,1.0,1.0,3.83,Nairobi,01.17S,36.48E,-1.17,36.48
2012,Kyrgyzstan,KGZ,2869.8389620000003,5448085.0,0.088702979,0.0,0.01,0.05,0.01,0.01,0.0,0.01,Bishkek,42.54N,74.46E,42.54,74.46
2012,Cambodia,KHM,2807.007055,14478320.0,2588.766713,18.51,14.52,23.34,17.93,15.82,5.9,15.18,Phnom Penh,11.33N,104.55E,11.33,104.55
2012,Liberia,LBR,771.9054262,4244684.0,29414.204489999996,283.84,69.16,208.99,64.34,16.29,27.47,67.8,Monrovia,06.18N,10.47W,6.18,-10.47
2012,Madagascar,MDG,1370.950275,21928518.0,3999.820117,81.33,23.56,90.0,27.67,9.03,8.97,25.52,Antananarivo,18.55S,47.31E,-18.55,47.31
2012,Mexico,MEX,16324.429369999998,116146768.0,2.820118709,0.0,0.01,0.03,0.01,0.01,0.0,0.01,Mexico,19.20N,99.10W,19.2,-99.1
2012,Mali,MLI,1804.9426039999998,16318897.0,18093.2182,786.09,174.25,243.34,76.23,17.57,52.89,120.84,Bamako,12.34N,07.55W,12.34,-7.55
2012,Mozambique,MOZ,994.1248942,24475186.0,32977.91943,391.64,93.86,166.66,52.04,16.99,32.49,71.69,Maputo,25.58S,32.32E,-25.58,32.32
2012,Mauritania,MRT,3462.56176,3622961.0,15494.903230000002,32.26,7.08,24.39,7.77,2.05,2.42,7.66,Nouakchott,20.10S,57.30E,-20.1,57.3
2012,Malawi,MWI,1039.759359,15882815.0,31168.810489999996,253.34,58.61,98.14,34.29,8.59,17.12,43.79,Lilongwe,14.00S,33.48E,-14.0,33.48
2012,Malaysia,MYS,22590.990990000002,29321798.0,70.79362541,0.05,0.05,0.2,0.11,0.05,0.01,0.06,Kuala Lumpur,03.09N,101.41E,3.09,101.41
2012,Namibia,NAM,8967.163152,2364433.0,3764.171006,12.29,4.18,10.97,5.38,2.55,2.16,4.52,Windhoek,22.35S,17.04E,-22.35,17.04
2012,Nigeria,NGA,5339.451668,166629383.0,36059.50238,759.85,149.9,191.38,46.3,11.86,41.22,106.43,Abuja,09.05N,07.32E,9.05,7.32
2012,Nicaragua,NIC,4453.253514,5954898.0,20.02504277,0.05,0.05,0.18,0.09,0.05,0.01,0.06,Managua,12.06N,86.20W,12.06,-86.2
2012,Nepal,NPL,2103.353638,31011137.0,60.4679625,7.59,2.5,5.02,2.09,0.71,3.29,2.35,Kathmandu,27.45N,85.20E,27.45,85.2
2012,Oman,OMN,43029.5713,2904037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masqat,23.37N,58.36E,23.37,58.36
2012,Pakistan,PAK,4367.451996,179951140.0,1236.8666699999999,5.22,3.75,9.49,3.3,1.32,8.02,3.8,Islamabad,33.40N,73.10E,33.4,73.1
2012,Panama,PAN,18183.88507,3624991.0,35.56493961,0.0,0.01,0.04,0.02,0.01,0.0,0.01,Panama,09.00N,79.25W,9.0,-79.25
2012,Peru,PER,10943.91927,29733829.0,311.05884260000005,0.03,0.03,0.12,0.05,0.02,0.01,0.03,Lima,12.00S,77.00W,-12.0,-77.0
2012,Philippines,PHL,5988.803903,96471461.0,67.94590019,0.09,0.18,0.67,0.36,0.18,0.04,0.22,Manila,14.40N,121.03E,14.4,121.03
2012,Paraguay,PRY,7312.40983,6682943.0,2.270748225,0.0,0.01,0.03,0.01,0.01,0.0,0.01,Asuncion,25.10S,57.30W,-25.1,-57.3
2012,Rwanda,RWA,1507.709855,11271786.0,5408.497009000001,86.55,23.19,69.06,23.21,7.29,8.59,22.26,Kigali,01.59S,30.04E,-1.59,30.04
2012,Saudi Arabia,SAU,49658.6527,28705133.0,0.252882519,0.01,0.06,0.1,0.08,0.08,0.0,0.06,Riyadh,24.41N,46.42E,24.41,46.42
2012,Senegal,SEN,2183.7703100000003,13107945.0,29332.21771,96.7,28.14,107.07,40.5,9.59,9.08,31.03,Dakar,14.34N,17.29W,14.34,-17.29
2012,Sierra Leone,SLE,1402.6970939999999,6126450.0,32096.39236,847.4,171.27,338.58,84.48,22.46,57.92,145.86,Freetown,08.30N,13.17W,8.3,-13.17
2012,El Salvador,SLV,7532.8612219999995,6264129.0,0.37948270799999995,0.0,0.01,0.02,0.01,0.01,0.0,0.01,San Salvador,13.40N,89.10W,13.4,-89.1
2012,Suriname,SUR,15132.25261,534175.0,566.8601798999999,0.49,0.43,1.01,0.68,0.42,0.09,0.46,Paramaribo,05.50N,55.10W,5.5,-55.1
2012,Swaziland,SWZ,7530.1084,1220408.0,88.84584605,0.04,0.02,0.06,0.03,0.02,0.01,0.02,Mbabane (administrative),26.18S,31.06E,-26.18,31.06
2012,Chad,TCD,1962.8777300000002,11830573.0,37881.39605,196.33,45.24,85.18,28.92,6.33,12.71,34.9,N'Djamena,12.10N,14.59E,12.1,14.59
2012,Thailand,THA,14448.32935,69892142.0,260.7341162,0.04,0.07,0.14,0.09,0.07,0.01,0.06,Bangkok,13.45N,100.35E,13.45,100.35
2012,Tajikistan,TJK,2324.369287,7078755.0,3.849620912,0.02,0.05,0.1,0.04,0.03,0.12,0.05,Dushanbe,38.33N,68.48E,38.33,68.48
2012,Turkey,TUR,20282.02838,74508771.0,0.136659606,0.0,0.0,0.02,0.01,0.0,0.0,0.01,Ankara,39.57N,32.54E,39.57,32.54
2012,Tanzania,TZA,2227.828714,47656367.0,26132.839669999998,128.55,30.87,68.26,24.14,6.88,8.68,26.07,Dodoma,06.08S,35.45E,-6.08,35.45
2012,Uganda,UGA,1635.142889,35620977.0,28037.44289,367.84,91.13,186.3,59.59,14.21,27.12,69.82,Kampala,00.20N,32.30E,0.2,32.3
2012,Venezuela,VEN,17678.8125,29890694.0,301.7707663,0.07,0.06,0.14,0.08,0.07,0.02,0.07,Caracas,10.30N,66.55W,10.3,-66.55
2012,Vietnam,VNM,4910.314336,89730274.0,57.59893483,1.41,1.23,3.34,1.78,1.11,0.39,1.29,Hanoi,21.05N,105.55E,21.05,105.55
2012,South Africa,ZAF,12329.63033,50738255.0,31.76846738,0.16,0.28,0.43,0.39,0.27,0.27,0.3,Cape Town (legislative) ,25.44S,28.12E,-25.44,28.12
2012,Zambia,ZMB,3509.413319,13883577.0,22100.48047,109.91,27.56,69.3,26.6,6.54,8.68,25.17,Lusaka,15.28S,28.16E,-15.28,28.16
2012,Zimbabwe,ZWE,1848.193306,13013678.0,11645.67846,25.42,9.31,24.15,11.48,5.7,4.67,9.75,Harare,17.43S,31.02E,-17.43,31.02
2013,Angola,AGO,6185.0138289999995,20714494.0,19796.11826,128.8,33.53,82.88,27.11,7.41,9.07,28.69,Luanda,08.50S,13.15E,-8.5,13.15
2013,Argentina,ARG,19482.1903,41473982.0,0.20851445,0.0,0.01,0.03,0.01,0.01,0.0,0.01,Buenos Aires,36.30S,60.00W,-36.3,-60.0
2013,Armenia,ARM,7727.929092,3117722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yerevan,40.10N,44.31E,40.1,44.31
2013,Azerbaijan,AZE,16593.18876,9533445.0,0.633998003,0.0,0.01,0.04,0.01,0.01,0.0,0.01,Baku,40.29N,49.56E,40.29,49.56
2013,Burundi,BDI,790.7145176,8911183.0,9688.260479999999,260.7,67.5,195.66,50.41,15.06,21.53,59.71,Bujumbura,03.16S,29.18E,-3.16,29.18
2013,Benin,BEN,1934.595772,9606534.0,28228.747460000002,332.37,80.24,217.03,66.68,17.34,28.27,73.29,Porto Novo (constitutional) ,06.23N,02.42E,6.23,2.42
2013,Burkina Faso,BFA,1518.327184,18011507.0,31924.20133,947.07,205.77,320.65,97.8,24.3,51.11,149.82,Ouagadougou,12.15N,01.30W,12.15,-1.3
2013,Bangladesh,BGD,2835.76662,154393847.0,392.0125325,0.01,1.21,0.98,1.06,1.39,1.4,1.2,Dhaka,23.43N,90.26E,23.43,90.26
2013,Bolivia,BOL,6090.69557,10409761.0,197.2322263,0.14,0.08,0.27,0.12,0.06,0.05,0.09,La Paz,16.20S,68.10W,-16.2,-68.1
2013,Brazil,BRA,15430.268280000002,200050487.0,219.5692809,0.05,0.04,0.07,0.05,0.04,0.02,0.04,Brasilia,15.47S,47.55W,-15.47,-47.55
2013,Bhutan,BTN,7070.792468000001,762313.0,102.53742890000001,10.22,2.59,4.43,1.55,0.64,4.33,2.61,Thimphu,27.31N,89.45E,27.31,89.45
2013,Botswana,BWA,15568.27336,2074616.0,192.6885694,0.91,0.81,2.73,1.39,0.8,0.31,0.99,Gaborone,24.45S,25.57E,-24.45,25.57
2013,China,CHN,11951.248790000001,1359368470.0,0.9092694640000001,0.0,0.01,0.03,0.02,0.01,0.0,0.01,Beijing,39.55N,116.20E,39.55,116.2
2013,Cote d'Ivoire,CIV,2879.850217,21057316.0,34429.06513,466.49,106.39,275.31,83.3,25.63,40.37,100.46,Yamoussoukro,06.49N,05.17W,6.49,-5.17
2013,Cameroon,CMR,2815.0189379999997,20913595.0,24202.528140000002,534.46,116.76,221.37,82.72,20.49,35.47,95.83,Yaounde,03.50N,11.35E,3.5,11.35
2013,Colombia,COL,12296.295540000001,48165221.0,405.6395954,0.25,0.1,0.28,0.12,0.08,0.06,0.11,Bogota,04.34N,74.00W,4.34,-74.0
2013,Cape Verde,CPV,5963.9079759999995,510213.0,27.96727828,0.08,0.06,0.29,0.1,0.04,0.02,0.07,Praia,15.02N,23.34W,15.02,-23.34
2013,Costa Rica,CRI,14035.287980000001,4859957.0,2.792719887,0.0,0.01,0.02,0.01,0.01,0.0,0.01,San Jose,09.55N,84.02W,9.55,-84.02
2013,Dominican Republic,DOM,11887.67311,10308609.0,47.0158602,0.01,0.02,0.06,0.04,0.02,0.0,0.02,Santo Domingo,18.30N,69.59W,18.3,-69.59
2013,Algeria,DZA,13253.217509999999,36983924.0,0.050027525,0.01,0.02,0.05,0.03,0.02,0.0,0.02,Algiers,36.42N,03.08E,36.42,3.08
2013,Ecuador,ECU,10665.46258,15061398.0,15.15063185,0.07,0.06,0.18,0.09,0.05,0.02,0.06,Quito,00.15S,78.35W,-0.15,-78.35
2013,Egypt,EGY,9814.21213,85378440.0,0.0,0.0,0.01,0.03,0.02,0.01,0.0,0.01,Cairo,30.01N,31.14E,30.01,31.14
2013,Ethiopia,ETH,1325.7551369999999,88356373.0,6219.318934000001,5.34,1.53,6.08,2.05,0.62,0.54,1.74,Addis Ababa,09.02N,38.42E,9.02,38.42
2013,Gabon,GAB,16502.7522,1594205.0,22715.09038,208.94,54.32,113.11,65.45,21.19,17.85,52.28,Libreville,00.25N,09.26E,0.25,9.26
2013,Georgia,GEO,8254.010766,4278410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T'bilisi,41.43N,44.50E,41.43,44.5
2013,Ghana,GHA,3807.332985,26131336.0,26147.35685,340.78,83.36,228.88,76.91,23.04,29.07,78.34,Accra,05.35N,00.06W,5.35,-0.06
2013,Guinea,GIN,1234.816309,10753680.0,37575.08456,621.81,127.26,214.88,62.92,17.5,40.53,100.33,Conakry,09.29N,13.49W,9.29,-13.49
2013,Gambia,GMB,1599.1208900000001,1874360.0,27805.98873,62.79,18.35,77.39,24.46,5.16,6.01,20.05,Banjul,13.28N,16.40W,13.28,-16.4
2013,Guatemala,GTM,7005.026928,15527502.0,80.25172057,0.06,0.12,0.47,0.26,0.13,0.03,0.16,Guatemala,14.40N,90.22W,14.4,-90.22
2013,Guyana,GUY,6683.069681,759262.0,6036.32083,1.43,1.96,2.99,2.74,2.4,0.52,2.11,Georgetown,06.50N,58.12W,6.5,-58.12
2013,Honduras,HND,4177.580271,8071522.0,272.9317121,0.4,0.32,1.35,0.51,0.27,0.17,0.39,Tegucigalpa,14.05N,87.14W,14.05,-87.14
2013,Haiti,HTI,1629.358918,10388424.0,1871.5427339999999,0.1,0.09,0.19,0.13,0.11,0.02,0.1,Port-au-Prince,18.40N,72.20W,18.4,-72.2
2013,Indonesia,IDN,9643.27483,247188189.0,2250.567891,5.59,2.46,12.53,3.1,1.84,0.55,3.28,Jakarta,06.09S,106.49E,-6.09,106.49
2013,India,IND,5073.6054890000005,1275137828.0,1946.181754,18.66,3.79,6.88,3.08,1.15,3.87,3.99,New Delhi,28.37N,77.13E,28.37,77.13
2013,Iran,IRN,15964.60744,76407013.0,2.90647155,0.01,0.01,0.04,0.02,0.01,0.0,0.01,Tehran,35.44N,51.30E,35.44,51.3
2013,Kenya,KEN,2682.976337,43923719.0,8301.080459,34.86,7.73,26.78,7.35,1.96,2.09,7.85,Nairobi,01.17S,36.48E,-1.17,36.48
2013,Kyrgyzstan,KGZ,3120.5420440000003,5503253.0,0.07417599700000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bishkek,42.54N,74.46E,42.54,74.46
2013,Cambodia,KHM,2966.1640199999997,14656016.0,1337.410364,17.25,14.1,23.04,17.67,15.46,5.63,14.79,Phnom Penh,11.33N,104.55E,11.33,104.55
2013,Laos,LAO,4830.236825,6458911.0,1097.4013029999999,0.47,0.32,1.01,0.49,0.32,0.08,0.38,Vientiane,17.58N,102.36E,17.58,102.36
2013,Liberia,LBR,818.5893907999999,4348740.0,27023.24193,246.31,60.2,184.14,57.12,14.61,23.81,59.72,Monrovia,06.18N,10.47W,6.18,-10.47
2013,Madagascar,MDG,1364.345909,22555046.0,3556.9139020000002,93.61,26.54,101.76,30.46,10.04,9.82,28.69,Antananarivo,18.55S,47.31E,-18.55,47.31
2013,Mexico,MEX,16315.86272,117478371.0,1.257041556,0.0,0.01,0.03,0.01,0.01,0.0,0.01,Mexico,19.20N,99.10W,19.2,-99.1
2013,Mali,MLI,1793.723666,16808242.0,23225.4817,807.31,177.73,250.14,78.38,17.99,53.26,124.15,Bamako,12.34N,07.55W,12.34,-7.55
2013,Myanmar,MMR,4457.901329,49119646.0,3154.9526809999998,16.57,14.18,28.6,20.2,14.34,5.87,15.29,Yangon,16.45N,96.20E,16.45,96.2
2013,Mozambique,MOZ,1034.5894230000001,25028313.0,31221.216739999996,353.71,85.24,158.2,49.63,16.23,29.52,66.45,Maputo,25.58S,32.32E,-25.58,32.32
2013,Mauritania,MRT,3565.521999,3704414.0,17311.19795,31.03,6.74,23.24,7.31,1.98,2.26,7.31,Nouakchott,20.10S,57.30E,-20.1,57.3
2013,Malawi,MWI,1062.164941,16406945.0,26033.13281,245.39,57.57,104.68,37.47,9.17,16.39,44.39,Lilongwe,14.00S,33.48E,-14.0,33.48
2013,Malaysia,MYS,23224.21529,29787203.0,56.21439908,0.04,0.05,0.2,0.11,0.05,0.01,0.06,Kuala Lumpur,03.09N,101.41E,3.09,101.41
2013,Namibia,NAM,9259.130522,2404477.0,128.9154408,11.85,4.07,10.61,5.14,2.5,2.15,4.38,Windhoek,22.35S,17.04E,-22.35,17.04
2013,Nigeria,NGA,5479.058339,170901148.0,31118.022189999996,737.7,144.19,181.83,44.18,11.36,38.89,102.75,Abuja,09.05N,07.32E,9.05,7.32
2013,Nicaragua,NIC,4618.727191,6041763.0,22.11296728,0.05,0.05,0.18,0.09,0.05,0.01,0.06,Managua,12.06N,86.20W,12.06,-86.2
2013,Nepal,NPL,2163.950489,31535507.0,63.07855218,7.41,2.44,4.99,2.06,0.7,3.17,2.3,Kathmandu,27.45N,85.20E,27.45,85.2
2013,Oman,OMN,41924.49977,2957333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masqat,23.37N,58.36E,23.37,58.36
2013,Pakistan,PAK,4464.090289,183188847.0,1007.693758,4.71,3.56,9.28,3.21,1.29,7.64,3.65,Islamabad,33.40N,73.10E,33.4,73.1
2013,Panama,PAN,19057.44695,3678264.0,13.77693959,0.0,0.01,0.03,0.02,0.01,0.0,0.01,Panama,09.00N,79.25W,9.0,-79.25
2013,Peru,PER,11430.25578,30075185.0,264.44382290000004,0.03,0.03,0.12,0.05,0.02,0.01,0.03,Lima,12.00S,77.00W,-12.0,-77.0
2013,Philippines,PHL,6306.746066,98112780.0,62.17684535,0.09,0.17,0.66,0.36,0.18,0.04,0.22,Manila,14.40N,121.03E,14.4,121.03
2013,Paraguay,PRY,8227.214713,6798236.0,0.487189208,0.0,0.01,0.03,0.01,0.01,0.0,0.01,Asuncion,25.10S,57.30W,-25.1,-57.3
2013,Rwanda,RWA,1539.15601,11608439.0,5381.236321,81.74,22.13,67.51,23.23,7.4,8.38,21.79,Kigali,01.59S,30.04E,-1.59,30.04
2013,Saudi Arabia,SAU,49537.58573,29319402.0,0.121071665,0.01,0.05,0.09,0.08,0.07,0.0,0.06,Riyadh,24.41N,46.42E,24.41,46.42
2013,Senegal,SEN,2193.171786,13454191.0,23652.24793,80.99,23.95,94.53,35.65,8.49,7.56,26.92,Dakar,14.34N,17.29W,14.34,-17.29
2013,Sierra Leone,SLE,1655.1217789999998,6255163.0,29407.138260000003,774.03,156.86,312.93,79.18,21.05,53.0,134.48,Freetown,08.30N,13.17W,8.3,-13.17
2013,El Salvador,SLV,7635.721425,6302723.0,0.44961927700000004,0.0,0.01,0.02,0.01,0.01,0.0,0.01,San Salvador,13.40N,89.10W,13.4,-89.1
2013,Suriname,SUR,15419.307380000002,538882.0,150.1646144,0.44,0.4,0.97,0.64,0.39,0.08,0.43,Paramaribo,05.50N,55.10W,5.5,-55.1
2013,Swaziland,SWZ,7899.011535,1237166.0,32.493164799999995,0.03,0.02,0.05,0.02,0.01,0.01,0.02,Mbabane (administrative),26.18S,31.06E,-26.18,31.06
2013,Chad,TCD,2007.0773190000002,12141876.0,36280.13059,192.01,44.28,83.68,28.32,6.15,12.4,34.15,N'Djamena,12.10N,14.59E,12.1,14.59
2013,Thailand,THA,14777.978290000001,70243267.0,202.59914780000003,0.03,0.07,0.14,0.08,0.07,0.01,0.06,Bangkok,13.45N,100.35E,13.45,100.35
2013,Turkey,TUR,21650.75677,75359032.0,0.014937616,0.0,0.0,0.02,0.01,0.0,0.0,0.01,Ankara,39.57N,32.54E,39.57,32.54
2013,Tanzania,TZA,2316.44306,49153002.0,21897.635980000003,123.98,29.66,67.0,23.58,6.78,8.18,25.33,Dodoma,06.08S,35.45E,-6.08,35.45
2013,Uganda,UGA,1637.352827,36759274.0,28011.94928,278.39,69.03,148.64,47.62,11.32,20.18,54.16,Kampala,00.20N,32.30E,0.2,32.3
2013,Venezuela,VEN,17665.24,30340637.0,200.08906509999997,0.07,0.06,0.14,0.08,0.07,0.02,0.06,Caracas,10.30N,66.55W,10.3,-66.55
2013,Vietnam,VNM,5121.740811,90656550.0,28.3809365,1.38,1.23,3.39,1.78,1.1,0.38,1.29,Hanoi,21.05N,105.55E,21.05,105.55
2013,South Africa,ZAF,12445.63593,50981076.0,34.55213556,0.16,0.28,0.41,0.37,0.27,0.28,0.29,Cape Town (legislative) ,25.44S,28.12E,-25.44,28.12
2013,Zambia,ZMB,3576.6806909999996,14314515.0,24518.26384,145.46,35.57,85.06,32.7,7.99,10.81,31.84,Lusaka,15.28S,28.16E,-15.28,28.16
2013,Zimbabwe,ZWE,1901.1834629999998,13327925.0,13491.579130000002,24.57,9.04,23.28,10.97,5.55,4.58,9.42,Harare,17.43S,31.02E,-17.43,31.02
